Gene,# Hairpins,NES,Gene rank,p-value,p-value rank
NRP1,6,0.4609,9212,0.4361,9541
HOXD9,6,0.4609,9213,0.4361,9545
RNMT,6,0.4609,9214,0.4362,9548
hsa-mir-3170,4,0.461,9215,0.3814,8449
POMK,6,0.461,9216,0.4363,9549
TIAM2,6,0.461,9217,0.4363,9552
TTR,6,0.4611,9218,0.4363,9550
TNS1,6,0.4611,9219,0.4363,9551
WFDC3,6,0.4611,9220,0.4364,9554
ARMC4,6,0.4611,9221,0.4364,9555
MBNL2,6,0.4611,9222,0.4364,9553
C1RL,6,0.4612,9223,0.4365,9557
DMRTC1B,6,0.4612,9224,0.4365,9556
SEC61B,6,0.4612,9225,0.4366,9558
IKBKE,6,0.4612,9226,0.4366,9559
NonTargetingControlGuideForHuman_0199,2,0.4613,9227,0.1973,4454
OR1J4,6,0.4614,9228,0.4367,9561
KIAA1586,6,0.4614,9229,0.4367,9562
EIF2B3,6,0.4614,9230,0.4368,9565
hsa-mir-4472-1,4,0.4615,9231,0.3818,8467
TMC4,6,0.4615,9232,0.4368,9567
IL10,6,0.4615,9233,0.4368,9564
NAGLU,6,0.4615,9234,0.4368,9563
ZNRD1,6,0.4615,9235,0.4369,9571
PI4KA,6,0.4616,9236,0.437,9575
LOC100130370,6,0.4616,9237,0.437,9572
CT62,6,0.4617,9238,0.437,9574
SRPK3,6,0.4617,9239,0.4371,9576
RFTN2,6,0.4618,9240,0.4375,9581
PMF1-BGLAP,6,0.4618,9241,0.4375,9585
KLF3,6,0.4618,9242,0.4375,9587
PITPNM3,6,0.4618,9243,0.4375,9578
PRAMEF18,6,0.4619,9244,0.4375,9583
MYCT1,6,0.4619,9245,0.4375,9580
LY6G5B,6,0.462,9246,0.4375,9582
ZNF597,6,0.462,9247,0.4375,9589
hsa-mir-548z,4,0.462,9248,0.3826,8479
CDKN1C,6,0.462,9249,0.4375,9588
ZDHHC11,6,0.462,9250,0.4375,9584
hsa-mir-548c,4,0.462,9251,0.3826,8480
RRS1,6,0.4621,9252,0.4375,9579
SMIM21,6,0.4621,9253,0.4375,9586
hsa-mir-3118-6,2,0.4621,9254,0.1982,4476
hsa-mir-3118-4,2,0.4621,9255,0.1982,4477
HGSNAT,6,0.4621,9256,0.4378,9591
NLRP8,6,0.4621,9257,0.4378,9593
TRIOBP,6,0.4622,9258,0.4378,9592
IGJ,6,0.4623,9259,0.4378,9590
DKC1,6,0.4624,9260,0.438,9594
IFNL3,6,0.4624,9261,0.438,9596
TLDC1,6,0.4624,9262,0.438,9597
LOC154872,6,0.4624,9263,0.438,9598
CAMTA1,6,0.4624,9264,0.438,9595
hsa-mir-526a-1,4,0.4625,9265,0.3835,8494
SH3BP1,6,0.4626,9266,0.4381,9599
MAP3K9,6,0.4627,9267,0.4381,9601
IL10RA,6,0.4627,9268,0.4381,9602
BLOC1S3,6,0.4628,9269,0.4381,9600
NEDD8,6,0.4629,9270,0.4382,9603
NARF,6,0.463,9271,0.4383,9605
DRAP1,6,0.463,9272,0.4383,9604
PSMG3,6,0.4631,9273,0.4384,9607
IGFL3,6,0.4631,9274,0.4385,9608
FLJ44313,6,0.4632,9275,0.4385,9609
PNPLA3,6,0.4632,9276,0.4385,9613
hsa-mir-3116-2,4,0.4633,9277,0.3843,8517
hsa-mir-3116-1,4,0.4633,9278,0.3843,8518
TMUB2,6,0.4633,9279,0.4385,9614
PCED1A,6,0.4633,9280,0.4385,9611
C12orf49,6,0.4633,9281,0.4385,9612
CLDN17,6,0.4634,9282,0.4385,9610
GIT1,6,0.4634,9283,0.4386,9615
DNPEP,6,0.4634,9284,0.4387,9616
EID2,6,0.4635,9285,0.4388,9618
RNF26,6,0.4635,9286,0.4388,9617
WDR20,6,0.4636,9287,0.439,9620
HIST1H2BD,6,0.4637,9288,0.439,9621
CCDC117,6,0.4637,9289,0.439,9622
FTO,6,0.4639,9290,0.439,9619
NonTargetingControlGuideForHuman_0482,2,0.4639,9291,0.1999,4522
RRP1B,6,0.464,9292,0.4391,9623
ACACA,6,0.464,9293,0.4391,9627
DTD1,6,0.464,9294,0.4391,9624
ALKBH8,6,0.4641,9295,0.4391,9626
hsa-mir-4270,4,0.4641,9296,0.3849,8531
PRSS48,6,0.4641,9297,0.4392,9628
hsa-mir-519a-2,4,0.4641,9298,0.3849,8530
hsa-mir-5700,4,0.4642,9299,0.385,8535
FSTL1,6,0.4642,9300,0.4393,9633
NEUROG3,6,0.4643,9301,0.4393,9629
AMD1,6,0.4643,9302,0.4393,9630
STON1-GTF2A1L,6,0.4644,9303,0.4393,9631
SPG7,6,0.4644,9304,0.4395,9636
hsa-mir-1244-2,4,0.4644,9305,0.3854,8550
VPS41,6,0.4644,9306,0.4395,9634
HEXIM2,6,0.4644,9307,0.4395,9635
hsa-mir-1244-1,4,0.4644,9308,0.3854,8551
SEMA6A,6,0.4644,9309,0.4396,9637
TMEM67,6,0.4645,9310,0.4396,9639
SAP25,6,0.4645,9311,0.4396,9640
ORC2,6,0.4645,9312,0.4396,9638
hsa-mir-6078,4,0.4646,9313,0.3855,8564
IQSEC1,6,0.4646,9314,0.4396,9641
MID1IP1,6,0.4648,9315,0.4399,9645
UBL4A,6,0.4648,9316,0.4399,9647
TEX15,6,0.4648,9317,0.4399,9646
ANXA7,6,0.4649,9318,0.4399,9644
CFC1B,6,0.465,9319,0.44,9650
PDE12,6,0.465,9320,0.44,9648
GMNC,6,0.465,9321,0.44,9649
PLEKHA1,6,0.4651,9322,0.4401,9653
MAN1A2,6,0.4651,9323,0.4401,9652
RAB38,6,0.4651,9324,0.4401,9651
MS4A13,6,0.4651,9325,0.4401,9654
CBX3,6,0.4651,9326,0.4401,9655
PSMD2,6,0.4652,9327,0.4402,9656
CDK14,6,0.4652,9328,0.4403,9657
OR51E1,6,0.4652,9329,0.4403,9658
TMEM57,6,0.4653,9330,0.4403,9659
RNASE13,6,0.4653,9331,0.4403,9660
PCDH8,6,0.4653,9332,0.4404,9661
AKR1C2,6,0.4653,9333,0.4405,9662
OBFC1,6,0.4654,9334,0.4406,9666
CHD4,6,0.4654,9335,0.4406,9664
DHX8,6,0.4655,9336,0.4406,9663
CTSL,6,0.4655,9337,0.4406,9665
NEK1,5,0.4655,9338,0.4166,9160
ARHGAP4,6,0.4655,9339,0.4407,9669
C6orf132,6,0.4655,9340,0.4407,9668
hsa-mir-3927,4,0.4656,9341,0.3873,8593
CDKL1,6,0.4656,9342,0.4407,9670
STAM2,6,0.4656,9343,0.4407,9673
KCTD17,6,0.4656,9344,0.4407,9674
TMEM26,6,0.4657,9345,0.4407,9671
PPIAL4G,6,0.4658,9346,0.4407,9667
C15orf38,6,0.4658,9347,0.4407,9672
TMEM18,6,0.4659,9348,0.4408,9675
ATAD2B,6,0.4659,9349,0.4408,9676
CLOCK,4,0.466,9350,0.388,8608
TBX3,6,0.466,9351,0.441,9678
NOL6,6,0.466,9352,0.441,9677
ZNF177,6,0.466,9353,0.4411,9679
ATRNL1,6,0.4661,9354,0.4412,9680
MRPS12,6,0.4663,9355,0.4418,9684
UHRF1BP1L,6,0.4664,9356,0.4419,9685
SUMF2,6,0.4664,9357,0.442,9687
VTI1A,6,0.4664,9358,0.442,9686
RPS6KA1,6,0.4664,9359,0.4421,9688
ICAM1,6,0.4665,9360,0.4422,9689
POU3F4,6,0.4666,9361,0.4424,9690
hsa-mir-4639,4,0.4666,9362,0.3885,8612
ZNF135,6,0.4667,9363,0.4424,9691
hsa-mir-3156-3,4,0.4668,9364,0.3887,8620
HS3ST2,6,0.4668,9365,0.4427,9692
NDUFB9,6,0.4668,9366,0.4427,9695
RRP8,6,0.4669,9367,0.4427,9693
FXYD6-FXYD2,6,0.4669,9368,0.4427,9694
C14orf79,6,0.467,9369,0.443,9697
TAAR8,6,0.4671,9370,0.4431,9701
SLC39A9,6,0.4671,9371,0.4431,9699
PTMA,6,0.4672,9372,0.4431,9700
ZNF518A,6,0.4672,9373,0.4433,9705
MTA3,6,0.4672,9374,0.4433,9706
hsa-mir-5093,4,0.4673,9375,0.3894,8635
TMEM100,6,0.4673,9376,0.4433,9707
PHYKPL,6,0.4673,9377,0.4433,9708
EPHB2,6,0.4675,9378,0.4434,9709
ZNF740,6,0.4676,9379,0.4435,9715
SPDEF,6,0.4676,9380,0.4435,9710
RABGAP1,6,0.4676,9381,0.4435,9713
PHF17,6,0.4676,9382,0.4435,9712
MBNL1,6,0.4676,9383,0.4435,9714
ECSIT,6,0.4679,9384,0.4439,9717
FBXO10,6,0.468,9385,0.4439,9716
LTB,6,0.468,9386,0.4439,9718
BUB1,6,0.4682,9387,0.4444,9721
TBC1D16,6,0.4683,9388,0.4446,9724
PSTPIP1,6,0.4683,9389,0.4446,9725
VASH1,6,0.4684,9390,0.4447,9727
SLC12A6,6,0.4684,9391,0.4447,9726
hsa-mir-362,4,0.4685,9392,0.3909,8656
FDXR,6,0.4685,9393,0.4448,9729
GTPBP4,6,0.4686,9394,0.4449,9730
DDX53,6,0.4686,9395,0.4449,9731
RFX8,6,0.4687,9396,0.4452,9735
hsa-mir-3671,3,0.4688,9397,0.3259,7276
NonTargetingControlGuideForHuman_0187,2,0.4688,9398,0.2039,4616
TCHH,6,0.4688,9399,0.4452,9733
PSMD14,6,0.4688,9400,0.4452,9736
FARP1,6,0.4688,9401,0.4452,9734
hsa-mir-1537,3,0.4688,9402,0.3259,7279
ANKDD1B,6,0.4688,9403,0.4452,9732
LRP10,6,0.4688,9404,0.4452,9737
GSTP1,6,0.4689,9405,0.4453,9738
KLF5,6,0.4689,9406,0.4454,9739
RALY,6,0.469,9407,0.4454,9741
CLEC5A,6,0.469,9408,0.4454,9743
TRIM74,6,0.469,9409,0.4454,9742
hsa-mir-6742,4,0.469,9410,0.3916,8671
DNAJB12,6,0.4691,9411,0.4454,9740
SCRIB,6,0.4692,9412,0.4456,9744
DCTN3,6,0.4692,9413,0.4456,9745
hsa-mir-325,4,0.4692,9414,0.3918,8676
PDSS2,6,0.4693,9415,0.4457,9746
NUP214,6,0.4693,9416,0.4457,9747
IGSF21,6,0.4694,9417,0.4458,9748
HPS3,6,0.4694,9418,0.4458,9751
ERCC3,6,0.4694,9419,0.4458,9750
TMPRSS7,6,0.4695,9420,0.4458,9749
CD37,6,0.4695,9421,0.4459,9755
CDAN1,6,0.4696,9422,0.4459,9754
CPEB1,6,0.4696,9423,0.4459,9753
hsa-mir-5187,4,0.4697,9424,0.3923,8679
LCE3A,6,0.4697,9425,0.4461,9757
LSM2,6,0.4698,9426,0.4461,9756
GRIN3A,6,0.4698,9427,0.4462,9758
NonTargetingControlGuideForHuman_0792,2,0.4699,9428,0.2048,4640
DEFB4B,6,0.47,9429,0.4463,9760
SYTL4,6,0.47,9430,0.4463,9761
hsa-mir-4724,4,0.47,9431,0.3925,8684
KLRD1,6,0.4701,9432,0.4464,9764
BOK,6,0.4702,9433,0.4466,9765
NonTargetingControlGuideForHuman_0423,2,0.4702,9434,0.2049,4643
WDR45B,6,0.4703,9435,0.4467,9767
TOX,6,0.4703,9436,0.4468,9769
TTC8,6,0.4703,9437,0.4468,9771
SELE,6,0.4703,9438,0.4469,9773
PIK3R5,6,0.4703,9439,0.4469,9774
OR2T34,6,0.4703,9440,0.4469,9775
ZXDB,6,0.4703,9441,0.4469,9772
TMEM43,6,0.4704,9442,0.447,9776
SLC15A1,6,0.4705,9443,0.4472,9779
CELF3,6,0.4706,9444,0.4472,9777
hsa-mir-6778,4,0.4706,9445,0.3935,8693
SPAG7,6,0.4706,9446,0.4473,9780
BHMT,6,0.4706,9447,0.4474,9781
UCHL3,6,0.4707,9448,0.4474,9782
TAS2R5,6,0.4708,9449,0.4476,9783
SLC34A1,6,0.4709,9450,0.4478,9784
P2RY14,6,0.4709,9451,0.4478,9787
hsa-mir-105-1,4,0.4709,9452,0.3938,8696
hsa-mir-6869,4,0.4709,9453,0.3938,8695
AMMECR1L,6,0.471,9454,0.4478,9786
SHD,6,0.471,9455,0.4479,9788
NFASC,6,0.4711,9456,0.4481,9791
NRF1,6,0.4712,9457,0.4481,9790
hsa-mir-6813,4,0.4712,9458,0.3941,8703
DEFB106B,6,0.4712,9459,0.4483,9795
EDAR,6,0.4713,9460,0.4483,9794
HOXB1,6,0.4714,9461,0.4484,9798
KDM6B,6,0.4714,9462,0.4484,9799
PTPRG,6,0.4715,9463,0.4484,9797
ERN1,6,0.4715,9464,0.4484,9796
MAP3K10,6,0.4716,9465,0.4485,9801
BAG6,6,0.4716,9466,0.4485,9803
SNAI2,6,0.4716,9467,0.4485,9800
ATP11B,6,0.4716,9468,0.4486,9804
hsa-mir-195,4,0.4717,9469,0.3949,8712
TRAPPC3,6,0.4717,9470,0.4487,9805
C2orf47,6,0.4717,9471,0.4487,9806
SLCO3A1,6,0.4717,9472,0.4487,9807
ACPT,6,0.4718,9473,0.4488,9808
CDHR2,6,0.4718,9474,0.4488,9809
UTP23,6,0.4719,9475,0.4489,9810
hsa-mir-6868,4,0.4719,9476,0.3952,8715
DBH,6,0.4719,9477,0.449,9811
KDM5C,6,0.4719,9478,0.449,9812
USP39,6,0.4719,9479,0.4491,9814
OR56A1,6,0.4719,9480,0.4491,9815
SGMS1,6,0.472,9481,0.4491,9813
CTAGE6,6,0.472,9482,0.4491,9816
PPIC,6,0.472,9483,0.4492,9817
LAMB3,6,0.4721,9484,0.4492,9818
OPCML,6,0.4721,9485,0.4493,9819
hsa-mir-4462,4,0.4722,9486,0.3956,8719
SLC25A31,6,0.4723,9487,0.4494,9820
hsa-mir-609,4,0.4723,9488,0.3956,8722
RXFP1,6,0.4723,9489,0.4495,9822
BAZ1A,6,0.4724,9490,0.4496,9824
LAMP3,6,0.4725,9491,0.4496,9823
ZNF266,6,0.4726,9492,0.4497,9827
TMEM35,6,0.4726,9493,0.4497,9825
TMEM136,6,0.4727,9494,0.4497,9826
OR7D2,6,0.4727,9495,0.4498,9828
ATAD3A,6,0.4728,9496,0.4499,9830
IDO1,6,0.4728,9497,0.4499,9829
ZWINT,6,0.4728,9498,0.4499,9831
MMGT1,6,0.4728,9499,0.45,9832
hsa-mir-6820,4,0.4729,9500,0.3967,8742
FEZF1,6,0.4729,9501,0.4502,9836
hsa-mir-4277,4,0.473,9502,0.3968,8743
OLFML1,6,0.473,9503,0.4502,9837
DNTT,6,0.473,9504,0.4502,9835
ITGB7,6,0.473,9505,0.4502,9838
CSPG4,6,0.473,9506,0.4502,9834
SPTLC1,6,0.4731,9507,0.4505,9850
HIST4H4,6,0.4731,9508,0.4505,9847
ZBTB10,6,0.4731,9509,0.4505,9849
TMEM88,6,0.4731,9510,0.4505,9841
CCDC74B,6,0.4731,9511,0.4505,9848
KIAA1549,6,0.4732,9512,0.4505,9845
POLR2G,6,0.4732,9513,0.4505,9840
RAB5A,6,0.4733,9514,0.4505,9839
C15orf56,6,0.4733,9515,0.4505,9842
SMG1,6,0.4733,9516,0.4505,9846
TMEM105,6,0.4733,9517,0.4505,9844
ARNT,6,0.4733,9518,0.4505,9843
GLIPR1L1,6,0.4734,9519,0.4506,9853
hsa-mir-4269,4,0.4734,9520,0.3971,8748
NonTargetingControlGuideForHuman_0574,2,0.4735,9521,0.2086,4741
GFI1,6,0.4736,9522,0.4508,9857
API5,6,0.4736,9523,0.4508,9856
ZNF606,6,0.4736,9524,0.4508,9858
ZNF470,6,0.4737,9525,0.4508,9859
KIF13B,6,0.4737,9526,0.4509,9860
SCGB3A2,6,0.4738,9527,0.451,9861
ZNF576,6,0.4738,9528,0.451,9862
ZFP2,6,0.4738,9529,0.451,9863
SMARCD2,6,0.474,9530,0.4511,9864
CDC42BPG,6,0.474,9531,0.4511,9865
C6orf7,6,0.474,9532,0.4511,9866
MPZ,6,0.4741,9533,0.4511,9868
SRCIN1,6,0.4741,9534,0.4511,9869
IL1B,6,0.4741,9535,0.4511,9870
GLDN,6,0.4741,9536,0.4511,9871
LPL,6,0.4742,9537,0.4511,9867
ETFDH,6,0.4743,9538,0.4513,9872
CCDC34,6,0.4743,9539,0.4514,9873
PIPOX,6,0.4743,9540,0.4515,9874
NonTargetingControlGuideForHuman_0624,2,0.4743,9541,0.2091,4746
ITGB8,6,0.4744,9542,0.4516,9875
GPC1,6,0.4744,9543,0.4518,9877
SRSF9,6,0.4745,9544,0.4518,9876
hsa-mir-9-3,4,0.4745,9545,0.3986,8779
CILP,6,0.4745,9546,0.4519,9881
MTHFSD,6,0.4747,9547,0.4519,9882
RAB3IP,6,0.4747,9548,0.4519,9885
B3GNT1,6,0.4747,9549,0.4519,9880
FOXP1,6,0.4747,9550,0.4519,9884
TP53,6,0.4748,9551,0.4519,9886
HIST1H4C,6,0.4748,9552,0.4519,9879
PHACTR1,6,0.4748,9553,0.4519,9883
BTBD16,6,0.475,9554,0.452,9889
UNC5CL,6,0.475,9555,0.452,9888
USP48,6,0.475,9556,0.452,9887
ZNF71,6,0.4751,9557,0.4521,9892
SLC11A2,6,0.4751,9558,0.4521,9891
hsa-mir-1913,4,0.4751,9559,0.3992,8793
ADIG,6,0.4752,9560,0.4521,9890
MRPL48,6,0.4752,9561,0.4522,9897
ANTXR1,6,0.4752,9562,0.4522,9899
C17orf80,6,0.4753,9563,0.4522,9895
NMRAL1,6,0.4753,9564,0.4522,9900
CCDC65,6,0.4753,9565,0.4522,9896
MAGEA9,6,0.4754,9566,0.4522,9901
GPNMB,6,0.4754,9567,0.4522,9894
LENEP,6,0.4755,9568,0.4525,9902
TM4SF18,6,0.4756,9569,0.4525,9905
LHCGR,6,0.4756,9570,0.4525,9904
OTOF,6,0.4756,9571,0.4525,9903
LILRA1,6,0.4757,9572,0.4525,9908
CACNA1G,6,0.4757,9573,0.4525,9909
GRAMD1A,6,0.4758,9574,0.4525,9910
CCND2,6,0.4758,9575,0.4525,9906
KAT8,6,0.4759,9576,0.4526,9912
TWF1,6,0.4759,9577,0.4526,9913
SLC16A10,6,0.476,9578,0.4526,9911
ESAM,6,0.476,9579,0.4527,9914
THOC2,6,0.4761,9580,0.4528,9919
BCHE,6,0.4761,9581,0.4528,9917
TSPAN17,6,0.4761,9582,0.4528,9921
KRT3,6,0.4761,9583,0.4528,9922
NLRP9,6,0.4761,9584,0.4528,9925
THOC7,6,0.4761,9585,0.4528,9920
FIGN,6,0.4762,9586,0.4528,9924
UTP6,6,0.4762,9587,0.4528,9923
SEMG2,6,0.4762,9588,0.4528,9918
HEXA,6,0.4762,9589,0.4529,9930
TRIP4,6,0.4763,9590,0.4529,9928
HIGD1C,6,0.4763,9591,0.4529,9927
NUDT17,6,0.4763,9592,0.4529,9931
DPP4,6,0.4763,9593,0.4529,9929
KCNG4,6,0.4764,9594,0.4529,9926
APOF,6,0.4764,9595,0.4531,9935
OR6V1,6,0.4764,9596,0.4531,9936
HSD17B8,6,0.4764,9597,0.4531,9934
PPIP5K1,6,0.4765,9598,0.4531,9932
FAIM2,6,0.4765,9599,0.4531,9933
NonTargetingControlGuideForHuman_0036,2,0.4766,9600,0.2112,4776
RPRD1A,6,0.4766,9601,0.4532,9939
RBBP7,6,0.4766,9602,0.4532,9938
MSRB1,6,0.4767,9603,0.4532,9937
CRYGC,6,0.4767,9604,0.4533,9941
METRNL,6,0.4768,9605,0.4534,9946
WDR60,6,0.4768,9606,0.4534,9942
ENDOV,6,0.4769,9607,0.4534,9944
OR4D6,6,0.4769,9608,0.4534,9945
KBTBD2,6,0.4769,9609,0.4534,9943
SSH2,6,0.477,9610,0.4534,9947
PDIA2,6,0.4771,9611,0.4539,9950
ABCB7,6,0.4771,9612,0.4539,9952
RBFOX2,6,0.4771,9613,0.4539,9951
HNRNPA1,6,0.4771,9614,0.4539,9949
BARHL2,6,0.4771,9615,0.454,9955
ZC3H8,6,0.4772,9616,0.454,9953
PON2,6,0.4772,9617,0.454,9954
PALM3,6,0.4773,9618,0.4542,9956
NonTargetingControlGuideForHuman_0880,2,0.4774,9619,0.2116,4787
TNFSF13,6,0.4774,9620,0.4542,9957
FGF23,6,0.4774,9621,0.4542,9958
SUGP2,6,0.4774,9622,0.4543,9961
TMEM53,6,0.4774,9623,0.4543,9960
ZFP1,6,0.4775,9624,0.4543,9964
CANX,6,0.4775,9625,0.4543,9962
BHMT2,6,0.4775,9626,0.4543,9963
DLX2,6,0.4775,9627,0.4543,9959
ABL1,6,0.4776,9628,0.4544,9965
PTGES3,6,0.4776,9629,0.4546,9969
IZUMO2,6,0.4776,9630,0.4546,9971
TDRD6,6,0.4776,9631,0.4546,9972
SIPA1L2,6,0.4777,9632,0.4546,9968
SUPT4H1,6,0.4777,9633,0.4546,9970
AGAP11,6,0.4777,9634,0.4548,9974
NPY1R,6,0.4777,9635,0.4548,9975
FRMPD4,6,0.4778,9636,0.455,9977
C1orf158,6,0.4778,9637,0.4551,9978
AACS,6,0.4778,9638,0.4551,9979
PAK4,6,0.4778,9639,0.4551,9980
SAR1B,6,0.4778,9640,0.4552,9983
OR8H3,6,0.4779,9641,0.4553,9986
NonTargetingControlGuideForHuman_0388,2,0.4779,9642,0.2119,4791
PI4K2B,6,0.4779,9643,0.4553,9984
OR6B2,6,0.4779,9644,0.4553,9985
CD200R1,6,0.4779,9645,0.4553,9987
NonTargetingControlGuideForHuman_0409,2,0.478,9646,0.212,4795
HIST1H2AC,6,0.4782,9647,0.4555,9989
KLHL4,6,0.4782,9648,0.4555,9988
NCOA6,6,0.4782,9649,0.4555,9990
UBA7,6,0.4782,9650,0.4556,9996
NDEL1,6,0.4782,9651,0.4556,9995
COX6A1,6,0.4782,9652,0.4556,9997
SIRPD,6,0.4783,9653,0.4556,9993
F5,6,0.4783,9654,0.4556,9991
FAM20C,6,0.4783,9655,0.4556,9992
LRRC4B,6,0.4783,9656,0.4556,9994
hsa-mir-5002,4,0.4785,9657,0.4027,8868
RHBDF1,6,0.4786,9658,0.4558,9998
PPP1R3B,6,0.4786,9659,0.4559,10001
PNKP,6,0.4786,9660,0.4559,9999
ABI2,6,0.4787,9661,0.4559,10000
C3orf80,6,0.4787,9662,0.456,10002
GPX2,6,0.4787,9663,0.4561,10007
DLGAP2,6,0.4788,9664,0.4561,10004
HRG,6,0.4788,9665,0.4561,10003
C1QA,6,0.4789,9666,0.4561,10006
IFNA5,6,0.4789,9667,0.4561,10005
PRMT5,6,0.4789,9668,0.4563,10009
TCEANC,6,0.479,9669,0.4563,10008
CD200,6,0.479,9670,0.4564,10011
DHODH,6,0.479,9671,0.4564,10010
IL21R,6,0.4791,9672,0.4565,10012
RORC,6,0.4792,9673,0.4565,10014
HSPA2,6,0.4792,9674,0.4565,10013
S100PBP,6,0.4793,9675,0.4567,10015
SYCP1,5,0.4794,9676,0.4337,9490
TLE2,6,0.4795,9677,0.4568,10020
EVA1C,6,0.4795,9678,0.4568,10021
CCDC102A,6,0.4795,9679,0.4568,10022
DOHH,6,0.4796,9680,0.4568,10018
EXOC1,6,0.4796,9681,0.4568,10017
KCNQ3,6,0.4796,9682,0.4568,10016
KDM4D,6,0.4796,9683,0.4568,10023
UBN1,6,0.4799,9684,0.457,10025
GOLGA1,6,0.4799,9685,0.4571,10026
C14orf2,6,0.48,9686,0.4571,10028
SLC25A41,6,0.48,9687,0.4571,10027
CEP19,6,0.48,9688,0.4572,10029
OR2A2,6,0.4801,9689,0.4574,10032
hsa-mir-634,4,0.4801,9690,0.4042,8889
HIP1R,6,0.4801,9691,0.4574,10033
FBXW2,6,0.4801,9692,0.4574,10031
LY6G6C,6,0.4802,9693,0.4575,10034
hsa-mir-4319,4,0.4802,9694,0.4044,8892
NonTargetingControlGuideForHuman_0967,2,0.4802,9695,0.2135,4826
FUCA2,6,0.4803,9696,0.4576,10035
POLR3D,6,0.4803,9697,0.4576,10036
SRRT,6,0.4803,9698,0.4576,10037
OTUD4,6,0.4803,9699,0.4577,10042
CDC42BPA,6,0.4803,9700,0.4577,10040
ENDOD1,6,0.4804,9701,0.4577,10044
CD5,6,0.4804,9702,0.4577,10038
PILRA,6,0.4804,9703,0.4577,10041
MAB21L2,6,0.4805,9704,0.4577,10039
PLAG1,6,0.4805,9705,0.4577,10045
IKBKB,6,0.4805,9706,0.4577,10043
ZNF845,6,0.4806,9707,0.4577,10046
RSBN1,6,0.4806,9708,0.4579,10048
USP24,6,0.4807,9709,0.4581,10051
GPATCH1,6,0.4807,9710,0.4581,10054
AFMID,6,0.4808,9711,0.4581,10053
NYAP1,6,0.4808,9712,0.4581,10049
C14orf119,6,0.4808,9713,0.4581,10050
RFNG,6,0.4808,9714,0.4581,10052
ISG20,6,0.4809,9715,0.4581,10055
HPGDS,6,0.4809,9716,0.4582,10056
C17orf78,6,0.481,9717,0.4582,10058
METTL4,6,0.481,9718,0.4582,10059
CKS2,6,0.481,9719,0.4582,10057
NonTargetingControlGuideForHuman_0305,2,0.481,9720,0.2138,4833
POLR2F,6,0.4811,9721,0.4583,10061
DYNLL1,6,0.4811,9722,0.4583,10060
ARRDC2,6,0.4814,9723,0.4586,10063
RHOT2,6,0.4814,9724,0.4586,10065
IRS4,6,0.4814,9725,0.4586,10064
NonTargetingControlGuideForHuman_0274,2,0.4815,9726,0.2141,4837
ENSA,6,0.4815,9727,0.4589,10066
PLA2G4E,6,0.4816,9728,0.459,10067
SECISBP2,6,0.4817,9729,0.459,10069
PSG1,6,0.4817,9730,0.459,10068
CSF2RA_Y,6,0.4817,9731,0.459,10072
CSF2RA_X,6,0.4818,9732,0.459,10071
SLC28A1,6,0.4818,9733,0.459,10073
VRK3,6,0.4818,9734,0.459,10070
DEPDC1,6,0.4819,9735,0.4591,10074
FAM47E-STBD1,6,0.4821,9736,0.4592,10077
PPCDC,6,0.4821,9737,0.4594,10078
INTS12,6,0.4821,9738,0.4595,10081
FAM5C,6,0.4822,9739,0.4595,10080
IMPG1,6,0.4822,9740,0.4595,10082
NonTargetingControlGuideForHuman_0397,2,0.4822,9741,0.215,4857
SRSF4,6,0.4823,9742,0.4595,10079
HIRA,6,0.4824,9743,0.4596,10084
KCNAB2,6,0.4824,9744,0.4596,10083
HRSP12,6,0.4825,9745,0.4598,10085
TSSC1,6,0.4826,9746,0.4599,10087
ENO1,6,0.4826,9747,0.4601,10088
PAICS,6,0.4827,9748,0.4601,10092
GRIP1,6,0.4827,9749,0.4601,10091
ELMO2,6,0.4828,9750,0.4601,10089
DEFA5,6,0.4828,9751,0.4601,10090
NonTargetingControlGuideForHuman_0863,2,0.4828,9752,0.2157,4871
MCCD1,6,0.4828,9753,0.4602,10093
GRAMD1C,6,0.4828,9754,0.4602,10096
CTDSP1,6,0.4829,9755,0.4602,10095
C12orf52,6,0.4829,9756,0.4602,10094
MED4,6,0.4829,9757,0.4603,10097
PRDM10,6,0.483,9758,0.4606,10098
CALU,6,0.4831,9759,0.4606,10100
SOX7,6,0.4831,9760,0.4606,10099
C7orf69,6,0.4832,9761,0.4608,10101
MAGEB5,6,0.4832,9762,0.4608,10103
PARP14,6,0.4832,9763,0.4608,10102
ARHGAP12,6,0.4833,9764,0.4609,10105
NonTargetingControlGuideForHuman_0544,2,0.4833,9765,0.2161,4889
NKD1,6,0.4833,9766,0.4609,10104
ASB7,6,0.4833,9767,0.461,10107
CRY1,6,0.4834,9768,0.4611,10109
TSLP,6,0.4834,9769,0.4611,10112
NT5DC2,6,0.4835,9770,0.4611,10111
FSD1,6,0.4835,9771,0.4611,10108
hsa-mir-3713,4,0.4835,9772,0.4096,8995
PLEKHG3,6,0.4836,9773,0.4611,10110
INTU,6,0.4836,9774,0.4613,10113
HNRNPD,6,0.4837,9775,0.4613,10114
PPP4C,6,0.4837,9776,0.4614,10115
SRA1,6,0.4837,9777,0.4615,10116
SLC38A8,6,0.4838,9778,0.4616,10117
CYP2U1,6,0.4838,9779,0.4616,10119
CCDC22,6,0.4839,9780,0.4616,10118
