id,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
APOBEC3C,0.48024,0.64122,0.999917,11727,1,-0.13523
MBTD1,0.48028,0.64124,0.999917,11728,1,-0.14695
NOP9,0.48032,0.51401,0.999917,11729,1,-0.081277
PDE4A,0.48049,0.64142,0.999917,11730,2,0.36003
REL,0.48054,0.64146,0.999917,11731,2,0.33219
WBSCR27,0.4806,0.6415,0.999917,11732,1,-0.11879
EFCAB9,0.48063,0.64153,0.999917,11733,2,-0.30186
PIN1,0.48068,0.64156,0.999917,11734,2,-0.056592
CTRC,0.48077,0.64164,0.999917,11735,2,0.24027
TRAPPC2L,0.48082,0.64167,0.999917,11736,2,-0.13971
CCDC80,0.48084,0.6417,0.999917,11737,2,0.41898
XPA,0.48103,0.64186,0.999917,11738,2,0.37287
UCMA,0.48105,0.64188,0.999917,11739,2,-1.3769
MFAP1,0.48106,0.61458,0.999917,11740,1,-1.5765
SPATS2L,0.48115,0.64195,0.999917,11741,1,-1.89
OSBPL2,0.48119,0.64198,0.999917,11742,2,0.15478
CRELD1,0.48126,0.64204,0.999917,11743,2,0.20837
ANKEF1,0.48141,0.64216,0.999917,11744,2,-0.23577
DCUN1D1,0.48165,0.64236,0.999917,11745,2,-0.72183
FOXD4L4,0.48168,0.64238,0.999917,11746,2,-1.5931
ANXA1,0.4817,0.64239,0.999917,11747,1,-2.2326
DEFB119,0.48173,0.64242,0.999917,11748,1,-1.5356
MAN1A1,0.48177,0.64246,0.999917,11749,2,0.30823
SNX1,0.48179,0.64247,0.999917,11750,2,-0.99323
ZC3H10,0.48182,0.64249,0.999917,11751,2,0.066657
MAPK8,0.48189,0.64255,0.999917,11752,2,0.29703
LOC100505841,0.48192,0.64258,0.999917,11753,1,-0.25159
FGB,0.48209,0.64272,0.999917,11754,2,-0.2122
HACD2,0.48218,0.64279,0.999917,11755,1,-1.0851
SPRR2F,0.48223,0.64283,0.999917,11756,2,-0.37713
WNT10A,0.48233,0.64291,0.999917,11757,2,0.092689
CTCF,0.4824,0.64297,0.999917,11758,2,-0.050415
ARHGEF26,0.48266,0.64317,0.999917,11759,1,-0.25295
SMARCC2,0.4827,0.6432,0.999917,11760,2,0.49507
ASXL3,0.48273,0.64323,0.999917,11761,1,-2.4011
POLR2I,0.48277,0.51589,0.999917,11762,1,-0.1532
NRN1L,0.48281,0.64329,0.999917,11763,2,0.22651
P2RX2,0.48299,0.64344,0.999917,11764,1,-2.7375
SULT2B1,0.48323,0.64363,0.999917,11765,2,0.39418
IL15,0.48334,0.64372,0.999917,11766,1,0.13139
UBXN4,0.48335,0.64372,0.999917,11767,2,-0.74335
MYO1F,0.4834,0.64377,0.999917,11768,1,-0.4189
TBC1D3,0.48344,0.6438,0.999917,11769,2,0.60228
PDCD1LG2,0.48356,0.6439,0.999917,11770,2,-0.58036
MSC,0.48358,0.64392,0.999917,11771,2,-0.32743
MICAL1,0.48369,0.64402,0.999917,11772,2,-0.13025
CISD3,0.48374,0.64404,0.999917,11773,2,-0.59813
FAM162A,0.48379,0.64408,0.999917,11774,2,0.28289
SCO1,0.48381,0.64409,0.999917,11775,2,0.60329
ERO1L,0.48383,0.64412,0.999917,11776,2,0.36375
RNF215,0.48392,0.64418,0.999917,11777,2,0.29262
NOP2,0.484,0.64424,0.999917,11778,2,-0.8109
MED13,0.48401,0.64426,0.999917,11779,2,-1.2007
PRR30,0.48402,0.64426,0.999917,11780,2,-0.12891
MGME1,0.48407,0.6443,0.999917,11781,2,0.44291
SYNPO2,0.48408,0.64432,0.999917,11782,2,0.091863
HES5,0.48411,0.64434,0.999917,11783,1,-0.3601
TTC8,0.48416,0.64439,0.999917,11784,2,0.47034
PTGER4,0.48418,0.6444,0.999917,11785,1,-2.002
GPR119,0.48425,0.64448,0.999917,11786,2,0.31338
DPYSL2,0.4844,0.64459,0.999917,11787,2,-0.10038
MAG,0.48446,0.64464,0.999917,11788,2,0.20854
TMEM191C,0.48448,0.64466,0.999917,11789,2,-0.96501
AAAS,0.48456,0.64473,0.999917,11790,1,-0.67848
RBM3,0.48464,0.64479,0.999917,11791,2,0.10936
SLC18B1,0.48483,0.64494,0.999917,11792,2,0.039198
GNAT2,0.48485,0.64496,0.999917,11793,2,-1.2556
KDM5B,0.48488,0.64498,0.999917,11794,2,0.27499
OVCA2,0.48495,0.64504,0.999917,11795,2,-0.087015
ITGA8,0.48501,0.64509,0.999917,11796,1,-0.055198
C14orf93,0.48507,0.64514,0.999917,11797,1,-0.27077
IGDCC3,0.48522,0.64527,0.999917,11798,2,-0.75237
FBP1,0.48527,0.6453,0.999917,11799,1,-0.80862
NCAPG,0.48535,0.61651,0.999917,11800,1,-0.8377
BSDC1,0.4854,0.64541,0.999917,11801,2,-0.80815
RRN3,0.48548,0.51789,0.999917,11802,1,0.70253
RTN2,0.48549,0.64548,0.999917,11803,1,-0.6326
RNF165,0.48553,0.64551,0.999917,11804,2,0.38856
TEKT1,0.48555,0.64553,0.999917,11805,2,0.28482
DENND1A,0.48556,0.64554,0.999917,11806,1,-0.20312
TMEM176A,0.48557,0.64554,0.999917,11807,2,-0.38879
LARP7,0.48575,0.64568,0.999917,11808,1,-0.74748
AKR1C3,0.4858,0.64572,0.999917,11809,2,0.36976
SLC4A4,0.48585,0.64576,0.999917,11810,2,0.28583
ANO1,0.48588,0.64577,0.999917,11811,1,-0.72074
APLNR,0.48613,0.64599,0.999917,11812,2,-0.1224
RPL23,0.48624,0.51844,0.999917,11813,1,-0.37471
XIAP,0.48626,0.64609,0.999917,11814,2,-0.10034
ATP2B2,0.48629,0.64612,0.999917,11815,1,-1.1258
HS3ST4,0.48636,0.64617,0.999917,11816,2,0.021237
PPP5D1,0.48638,0.64618,0.999917,11817,2,0.060502
YARS,0.48642,0.64623,0.999917,11818,2,0.49428
B4GALT4,0.48643,0.64623,0.999917,11819,2,0.36873
C5orf66,0.48648,0.64627,0.999917,11820,2,0.11394
GDPD5,0.48652,0.64632,0.999917,11821,2,0.43656
C18orf21,0.48655,0.64634,0.999917,11822,2,0.14316
ZNF530,0.48657,0.64636,0.999917,11823,2,0.0032954
LCOR,0.48665,0.64642,0.999917,11824,1,-0.35729
PPP1R37,0.48666,0.64643,0.999917,11825,2,0.30134
PLA2G12B,0.48668,0.64645,0.999917,11826,2,-1.093
TSNAX,0.48681,0.64654,0.999917,11827,2,0.49272
C17orf96,0.48682,0.64656,0.999917,11828,2,0.35178
MBTPS1,0.48687,0.61717,0.999917,11829,1,-0.83816
NEIL3,0.48697,0.64667,0.999917,11830,1,-0.46495
VARS2,0.48698,0.51898,0.999917,11831,1,-0.81276
NACAD,0.48706,0.64675,0.999917,11832,1,0.26045
DHFR,0.48708,0.48708,0.999917,11833,0,0.38687
ZNF184,0.48713,0.6468,0.999917,11834,1,0.17123
LRP6,0.48715,0.64682,0.999917,11835,2,0.31059
GUCA1B,0.48717,0.64684,0.999917,11836,2,0.4314
TRIM47,0.48724,0.6469,0.999917,11837,2,0.28839
SERPINB2,0.48729,0.64694,0.999917,11838,1,-0.3562
MYRIP,0.48731,0.64696,0.999917,11839,2,-0.72527
SCN8A,0.48736,0.647,0.999917,11840,2,-0.44624
NCAPG2,0.48739,0.6174,0.999917,11841,1,-0.098439
ARL5C,0.48745,0.64707,0.999917,11842,2,-0.16584
CAPS,0.48745,0.64707,0.999917,11843,2,0.1849
ANKRD18B,0.48749,0.6471,0.999917,11844,2,0.10883
KRT24,0.48751,0.64712,0.999917,11845,1,-0.68717
LANCL2,0.48756,0.64716,0.999917,11846,2,0.17088
NGFRAP1,0.48757,0.64716,0.999917,11847,2,0.15142
ANKLE2,0.48766,0.51952,0.999917,11848,1,-0.19162
DUSP1,0.4878,0.64735,0.999917,11849,2,-1.8786
ABHD16A,0.48786,0.64741,0.999917,11850,2,0.0019514
MOB3B,0.48796,0.64748,0.999917,11851,2,-0.061356
AP5B1,0.48802,0.64753,0.999917,11852,2,0.1363
PDLIM7,0.4881,0.64759,0.999917,11853,2,0.37163
KRT6C,0.48812,0.64761,0.999917,11854,1,-0.74609
PEX6,0.48821,0.64769,0.999917,11855,2,0.28205
CYSLTR2,0.48824,0.64771,0.999917,11856,2,0.055344
HAVCR2,0.48824,0.64772,0.999917,11857,2,0.16241
FAM187B,0.4883,0.64777,0.999917,11858,2,0.43952
MST1R,0.48847,0.64791,0.999917,11859,2,0.33052
TTC16,0.48849,0.64792,0.999917,11860,2,0.2254
ANGPTL1,0.48856,0.64798,0.999917,11861,1,-1.5346
FAM101A,0.48868,0.64807,0.999917,11862,2,0.04199
EFNB2,0.4887,0.64809,0.999917,11863,2,0.52619
HERC2,0.48872,0.64811,0.999917,11864,2,0.1457
CCDC73,0.48879,0.64817,0.999917,11865,1,-2.6277
CDHR3,0.48893,0.64828,0.999917,11866,2,0.43262
RNF224,0.48904,0.64838,0.999917,11867,2,0.34253
IGSF8,0.48905,0.64838,0.999917,11868,2,0.22873
ZNF749,0.48907,0.64841,0.999917,11869,2,0.1838
TRIM67,0.48909,0.64841,0.999917,11870,2,-0.069079
CNKSR3,0.48923,0.64852,0.999917,11871,2,-0.75613
SUPT6H,0.48924,0.61823,0.999917,11872,1,-0.66692
TMCO6,0.4893,0.64856,0.999917,11873,2,0.086515
TNNC1,0.48935,0.6486,0.999917,11874,2,0.15793
PAPPA2,0.48943,0.64866,0.999917,11875,1,-0.022768
ZNF556,0.48962,0.64881,0.999917,11876,1,-0.36332
ZNF704,0.48965,0.64884,0.999917,11877,2,0.17177
LRRC8C,0.48968,0.64887,0.999917,11878,1,-1.4624
PNLIPRP2,0.48984,0.64899,0.999917,11879,2,0.13045
MR1,0.48992,0.64907,0.999917,11880,2,0.34749
UTY,0.48999,0.6491,0.999917,11881,2,0.091592
CTPS2,0.49016,0.64924,0.999917,11882,1,-0.5568
CNGA4,0.49018,0.64926,0.999917,11883,2,0.51614
SCARF1,0.49025,0.64932,0.999917,11884,1,0.1028
OR8H3,0.49035,0.64939,0.999917,11885,2,-0.3166
RGCC,0.49039,0.64943,0.999917,11886,2,-1.1797
LACTB2,0.49041,0.64945,0.999917,11887,2,0.54197
DLGAP2,0.49041,0.64946,0.999917,11888,1,-0.43826
CCDC184,0.49043,0.64947,0.999917,11889,2,-0.74055
ADD2,0.49046,0.64949,0.999917,11890,2,0.41431
ALKBH1,0.49048,0.64952,0.999917,11891,1,-0.099095
OR5AS1,0.49057,0.6496,0.999917,11892,2,0.51446
AMPD3,0.49062,0.64964,0.999917,11893,2,0.46444
SLC34A1,0.49064,0.64966,0.999917,11894,2,0.35537
MRPS12,0.49064,0.6189,0.999917,11895,1,0.4712
MMP27,0.49069,0.64969,0.999917,11896,2,-0.011709
ADCY4,0.49083,0.64982,0.999917,11897,1,-1.6863
MRPS30,0.49092,0.61903,0.999917,11898,1,-0.3318
GEMIN4,0.49099,0.64994,0.999917,11899,1,-0.85387
RAB23,0.49099,0.64994,0.999917,11900,2,0.3374
DESI1,0.49101,0.64996,0.999917,11901,2,0.045534
AVP,0.49105,0.64998,0.999917,11902,1,-0.19755
CDK5RAP3,0.49121,0.65011,0.999917,11903,1,-0.092761
DIS3L2,0.49124,0.65013,0.999917,11904,2,-0.24078
HMGB1,0.49129,0.65016,0.999917,11905,2,-0.47639
CD7,0.49134,0.6502,0.999917,11906,2,-0.049705
SIAH2,0.49146,0.65031,0.999917,11907,1,-1.7074
RPL3L,0.49156,0.65039,0.999917,11908,1,-1.3791
CPQ,0.49159,0.65041,0.999917,11909,2,-0.072361
CPA2,0.49161,0.65044,0.999917,11910,2,-0.061409
HLA-DMB,0.49164,0.65045,0.999917,11911,2,0.26646
PHOX2B,0.49165,0.65047,0.999917,11912,1,-3.3214
DNAJC10,0.49166,0.65047,0.999917,11913,2,0.080114
B3GNT8,0.49169,0.6505,0.999917,11914,1,-0.52472
GRPEL1,0.49172,0.65053,0.999917,11915,2,-1.0888
MAPK3,0.49173,0.65054,0.999917,11916,2,0.33302
RPL34,0.49183,0.49178,0.999917,11917,0,-0.79367
KLHDC2,0.49188,0.65066,0.999917,11918,1,-0.32027
PORCN,0.49197,0.65074,0.999917,11919,1,0.035416
TLR2,0.49198,0.65074,0.999917,11920,2,-1.2378
NCDN,0.49215,0.65087,0.999917,11921,2,-0.53037
LIPH,0.49224,0.65095,0.999917,11922,2,0.28883
KRTAP3-1,0.49235,0.65105,0.999917,11923,2,-0.019682
DPF2,0.4924,0.65109,0.999917,11924,2,-0.16365
SCX,0.49242,0.65111,0.999917,11925,2,0.084031
FOXD4L1,0.49242,0.65111,0.999917,11926,2,0.39066
C12orf79,0.49247,0.65115,0.999917,11927,2,0.30428
TRHDE,0.49258,0.65123,0.999917,11928,2,-0.049579
SLC5A10,0.49265,0.65129,0.999917,11929,2,0.076024
CHID1,0.49267,0.6513,0.999917,11930,1,-0.87179
ARHGEF37,0.49286,0.65146,0.999917,11931,1,0.085698
HMGN5,0.49288,0.65147,0.999917,11932,2,0.21679
DICER1,0.49289,0.65148,0.999917,11933,2,0.11881
ANXA2,0.49296,0.65153,0.999917,11934,1,-1.0318
LCMT1,0.49307,0.6516,0.999917,11935,2,-1.2227
TMEM106B,0.49321,0.6517,0.999917,11936,1,-0.47872
EHD4,0.49327,0.65175,0.999917,11937,2,-0.05875
GIMAP1-GIMAP5,0.49328,0.65175,0.999917,11938,2,-0.13599
WDR89,0.49337,0.65183,0.999917,11939,1,-1.4201
SIRPG,0.49351,0.65195,0.999917,11940,2,0.08744
SLC25A22,0.49356,0.65198,0.999917,11941,2,-0.29793
FAM64A,0.49359,0.65201,0.999917,11942,1,-0.54944
PBX4,0.49381,0.65218,0.999917,11943,2,-0.00050257
LRIG3,0.49383,0.6522,0.999917,11944,2,-0.27975
WDR7,0.49391,0.65226,0.999917,11945,1,-0.026476
FSD1L,0.49397,0.65231,0.999917,11946,1,-0.22416
NET1,0.49409,0.6524,0.999917,11947,2,0.35717
CES4A,0.4941,0.65242,0.999917,11948,2,-0.0066364
CCDC112,0.49423,0.65251,0.999917,11949,2,-1.5132
LCE2A,0.49425,0.65254,0.999917,11950,2,-0.48544
TRIM34,0.49429,0.65257,0.999917,11951,2,0.0135
TSPAN17,0.49445,0.6527,0.999917,11952,2,-0.50432
SPDYE1,0.49455,0.65278,0.999917,11953,2,0.36514
C3orf56,0.49457,0.65279,0.999917,11954,2,0.071502
CD99L2,0.49464,0.65285,0.999917,11955,2,-0.13261
ECEL1,0.49487,0.65305,0.999917,11956,2,-0.45079
ZNF436,0.49501,0.65316,0.999917,11957,2,-0.34026
ME2,0.49506,0.6532,0.999917,11958,2,-0.29793
UGGT1,0.49508,0.65322,0.999917,11959,2,-0.27127
ITGB6,0.49511,0.65324,0.999917,11960,2,0.13806
ADGRG6,0.49513,0.65325,0.999917,11961,2,0.24175
C17orf107,0.49517,0.65329,0.999917,11962,2,-0.084442
MMEL1,0.49529,0.65339,0.999917,11963,2,-0.085015
DKK2,0.49531,0.6534,0.999917,11964,2,0.17585
CCDC7,0.49545,0.65353,0.999917,11965,2,-0.16231
TXN,0.49553,0.49548,0.999917,11966,0,-0.81708
NDUFAF3,0.49555,0.65361,0.999917,11967,2,-0.2046
NUPR1L,0.49581,0.6538,0.999917,11968,1,-0.35249
ESYT2,0.49598,0.65397,0.999917,11969,2,0.09648
LRRN4,0.49603,0.65401,0.999917,11970,2,-1.0617
TMEM233,0.49605,0.65403,0.999917,11971,2,0.045992
MAGT1,0.49612,0.65409,0.999917,11972,2,0.21185
KCTD8,0.49614,0.65411,0.999917,11973,2,0.28875
ZMYM5,0.49618,0.65415,0.999917,11974,1,-0.43826
HOMER3,0.49622,0.65417,0.999917,11975,2,-1.5366
ULBP1,0.49623,0.65418,0.999917,11976,2,-1.0287
ARR3,0.4963,0.65424,0.999917,11977,2,-0.24337
CAPN6,0.49647,0.65438,0.999917,11978,1,-1.275
VPS33B,0.49649,0.6544,0.999917,11979,2,0.16825
SLC37A1,0.49653,0.65443,0.999917,11980,1,-0.68242
ADIG,0.49669,0.65456,0.999917,11981,1,-0.76469
PRR23D2,0.4967,0.65456,0.999917,11982,2,-1.8745
FTL,0.49672,0.65458,0.999917,11983,2,-0.1886
FBLN1,0.49672,0.65458,0.999917,11984,1,-0.19799
USP11,0.49677,0.65461,0.999917,11985,2,-0.047112
CD9,0.49686,0.65469,0.999917,11986,2,0.051265
MTHFR,0.49691,0.65473,0.999917,11987,2,0.33407
TAAR8,0.49697,0.65478,0.999917,11988,2,0.098626
DEFB107A,0.49707,0.65485,0.999917,11989,2,0.016847
ADGRF5,0.49716,0.65492,0.999917,11990,1,-0.5457
ADCK4,0.49727,0.65501,0.999917,11991,2,0.30226
NWD2,0.49741,0.65512,0.999917,11992,2,0.15225
NLRP5,0.49757,0.65525,0.999917,11993,1,-0.42967
ZBTB16,0.49757,0.65525,0.999917,11994,2,0.22711
IL36A,0.49767,0.65533,0.999917,11995,2,0.2932
EFCAB5,0.49787,0.65548,0.999917,11996,2,-0.46495
ERCC5,0.4979,0.6555,0.999917,11997,2,-0.16193
TRAFD1,0.49797,0.65555,0.999917,11998,2,-1.111
SLC26A4,0.49804,0.6556,0.999917,11999,1,-0.39183
SIRT4,0.49806,0.65562,0.999917,12000,2,-0.51009
DKK3,0.49811,0.65566,0.999917,12001,2,-0.034953
CDH5,0.49813,0.65568,0.999917,12002,2,0.03586
PSMB4,0.49813,0.62235,0.999917,12003,1,0.39992
TMEM128,0.49824,0.65578,0.999917,12004,2,0.03971
MRM1,0.49839,0.6559,0.999917,12005,2,0.37998
MRPS15,0.4985,0.65599,0.999917,12006,2,-0.73422
SUPT20HL2,0.49854,0.65602,0.999917,12007,2,0.30215
TCEB1,0.49868,0.65613,0.999917,12008,2,0.3752
DOCK3,0.49883,0.65626,0.999917,12009,1,-0.59369
GNB2,0.49887,0.65629,0.999917,12010,2,-0.38982
ZBTB32,0.49889,0.65631,0.999917,12011,2,-0.28601
SEMA3D,0.49891,0.65634,0.999917,12012,2,0.40544
GRSF1,0.49893,0.65635,0.999917,12013,1,-1.5004
GPR21,0.49896,0.65638,0.999917,12014,2,-0.1009
CEP135,0.49898,0.65639,0.999917,12015,2,-0.18079
SIPA1L1,0.49902,0.65642,0.999917,12016,1,-0.76127
ACSF2,0.49908,0.65646,0.999917,12017,1,-0.8468
JPH3,0.49918,0.65654,0.999917,12018,1,-0.56698
CDK5RAP1,0.49923,0.65659,0.999917,12019,2,-0.13481
HSPB8,0.4994,0.65673,0.999917,12020,1,-0.25505
POLR3B,0.49943,0.65675,0.999917,12021,2,-0.3388
LCE2D,0.49951,0.65682,0.999917,12022,2,-0.83762
OSTN,0.49953,0.65684,0.999917,12023,2,0.053275
C6orf201,0.49956,0.65686,0.999917,12024,2,0.11134
LSM10,0.49977,0.65703,0.999917,12025,1,-1.4428
KLF16,0.49981,0.65706,0.999917,12026,1,-1.2824
CMC2,0.49983,0.65709,0.999917,12027,2,0.22394
SLC52A1,0.49986,0.65711,0.999917,12028,2,0.19635
CCDC185,0.49987,0.65711,0.999917,12029,2,-0.20578
SIM1,0.50006,0.65727,0.999917,12030,2,0.021546
USP17L10,0.50023,0.62331,0.999917,12031,1,0.22041
ECHS1,0.50025,0.65742,0.999917,12032,2,0.083128
C5AR1,0.50031,0.65747,0.999917,12033,1,-0.14631
DSCAM,0.50036,0.65751,0.999917,12034,2,0.32026
SERPINH1,0.5004,0.65755,0.999917,12035,1,-0.71178
IGFALS,0.5005,0.65762,0.999917,12036,2,0.2478
HSD11B1L,0.50059,0.65771,0.999917,12037,1,-1.3325
MSH3,0.50066,0.65775,0.999917,12038,2,-0.25386
ACKR4,0.50082,0.65788,0.999917,12039,2,0.01837
LIN54,0.50084,0.65789,0.999917,12040,2,-0.083312
FKBP10,0.50087,0.65791,0.999917,12041,1,-2.8754
AP4M1,0.5009,0.65793,0.999917,12042,1,-0.08003
ENTHD1,0.50099,0.658,0.999917,12043,2,-0.053628
LOXL3,0.50106,0.65805,0.999917,12044,2,0.15316
CAPRIN1,0.5011,0.65808,0.999917,12045,2,0.31033
KRTAP9-6,0.50112,0.6581,0.999917,12046,2,0.13892
C1orf56,0.50137,0.6583,0.999917,12047,2,0.20127
NTMT1,0.5014,0.65833,0.999917,12048,2,0.35983
BOK,0.50159,0.65846,0.999917,12049,2,0.24153
L3MBTL1,0.50168,0.65853,0.999917,12050,2,0.23084
WDFY1,0.5017,0.65855,0.999917,12051,2,-0.5637
ZMYND8,0.50175,0.65859,0.999917,12052,2,-0.074838
HOXB4,0.50179,0.65862,0.999917,12053,2,-0.12984
DPH7,0.5018,0.62401,0.999917,12054,1,-0.042126
NUDT4,0.50218,0.65895,0.999917,12055,2,-1.5543
ZNF708,0.50223,0.65898,0.999917,12056,2,0.61067
ZNF174,0.50237,0.65908,0.999917,12057,2,0.24209
PAQR8,0.50244,0.65914,0.999917,12058,2,0.42903
TENM1,0.50246,0.65916,0.999917,12059,2,-1.5715
TM6SF1,0.50247,0.65917,0.999917,12060,1,-1.1696
CAST,0.50253,0.65922,0.999917,12061,1,-1.2531
PYCR2,0.50269,0.65934,0.999917,12062,1,0.16829
WDR44,0.50271,0.65936,0.999917,12063,2,0.47601
OR10C1,0.50272,0.65936,0.999917,12064,1,-0.12453
SPATA16,0.50276,0.6594,0.999917,12065,2,-0.010656
TRAF3,0.50281,0.65945,0.999917,12066,1,-0.2929
GPR156,0.50288,0.6595,0.999917,12067,2,0.045636
TNFRSF13C,0.50291,0.65953,0.999917,12068,1,-1.3626
CASP1,0.50294,0.65956,0.999917,12069,2,0.15782
LZTS1,0.50297,0.65958,0.999917,12070,2,0.076766
SLC16A7,0.50308,0.65968,0.999917,12071,2,0.095768
NFKB1,0.50311,0.6597,0.999917,12072,2,0.18928
GNRH2,0.5032,0.65978,0.999917,12073,2,-0.43722
SOBP,0.50324,0.65982,0.999917,12074,2,-0.94294
RANBP17,0.50334,0.65989,0.999917,12075,2,-1.0353
QSOX2,0.50359,0.66009,0.999917,12076,2,0.10913
COMT,0.50361,0.66011,0.999917,12077,2,0.44386
KRTAP9-8,0.50373,0.66021,0.999917,12078,2,0.10185
HOXA6,0.50378,0.66024,0.999917,12079,2,0.29065
GLIPR1,0.50391,0.66034,0.999917,12080,1,0.17008
URGCP-MRPS24,0.50405,0.66046,0.999917,12081,2,-0.48228
TAS1R3,0.50406,0.66048,0.999917,12082,1,-1.6928
PJA2,0.50423,0.66061,0.999917,12083,2,0.10789
HUS1,0.50428,0.66065,0.999917,12084,2,0.40804
PDE8A,0.50431,0.66068,0.999917,12085,2,0.18408
BOD1L2,0.50447,0.66083,0.999917,12086,1,-0.36128
MPL,0.50453,0.66087,0.999917,12087,1,-1.6621
USP22,0.50456,0.66089,0.999917,12088,2,-0.11677
TMEM173,0.50458,0.66091,0.999917,12089,2,-0.91027
WNT5A,0.50472,0.66102,0.999917,12090,2,-0.54117
LY96,0.50475,0.66104,0.999917,12091,2,0.14208
WDR46,0.50476,0.62537,0.999917,12092,1,-0.81708
LDB3,0.50481,0.66108,0.999917,12093,1,-0.30964
SPATA6,0.50483,0.6611,0.999917,12094,2,0.30838
NTSR1,0.50497,0.66123,0.999917,12095,1,-1.3227
AGBL2,0.50503,0.66128,0.999917,12096,1,-0.099103
TECPR1,0.50511,0.66135,0.999917,12097,2,0.052842
C1QTNF7,0.50531,0.6615,0.999917,12098,1,-0.15708
ZNF812,0.50534,0.66152,0.999917,12099,2,0.35611
UBIAD1,0.50536,0.66154,0.999917,12100,2,0.30128
CYP1B1,0.50538,0.66156,0.999917,12101,2,-1.4669
XYLB,0.50561,0.66175,0.999917,12102,2,-0.47201
FAM122C,0.50568,0.66182,0.999917,12103,1,-0.35972
PTPRT,0.50575,0.66188,0.999917,12104,2,-0.25769
FBXO17,0.50578,0.6619,0.999917,12105,1,-0.55907
ZNF226,0.5058,0.66192,0.999917,12106,2,0.2172
ENTPD3,0.50584,0.66196,0.999917,12107,2,-0.18167
ATP13A2,0.50589,0.66199,0.999917,12108,2,0.31493
PARP14,0.50591,0.66201,0.999917,12109,2,-1.0348
ICAM5,0.50593,0.66203,0.999917,12110,1,-0.34398
ECD,0.50594,0.50579,0.999917,12111,0,-0.89199
PANX2,0.50596,0.66204,0.999917,12112,2,0.3998
GBP5,0.50626,0.6623,0.999917,12113,2,0.43957
BRWD3,0.50627,0.66231,0.999917,12114,1,-2.1287
MAPK12,0.50634,0.66236,0.999917,12115,1,-1.7596
F2,0.50637,0.66238,0.999917,12116,1,-1.7132
SUCO,0.5064,0.6624,0.999917,12117,1,-0.49971
TMPRSS3,0.50646,0.66245,0.999917,12118,2,0.33551
ATG16L1,0.50649,0.66247,0.999917,12119,2,-0.16199
SCLY,0.50655,0.66252,0.999917,12120,1,-0.42458
OR6Q1,0.50674,0.66268,0.999917,12121,1,-1.6483
BTBD10,0.50681,0.66274,0.999917,12122,2,0.40262
ZFAND4,0.50683,0.66275,0.999917,12123,2,0.093289
DSG3,0.50683,0.66275,0.999917,12124,1,-1.2748
FAM171A2,0.50686,0.66277,0.999917,12125,2,-0.7499
FARP1,0.50688,0.66279,0.999917,12126,2,-0.1327
UNC5C,0.50704,0.66292,0.999917,12127,2,-0.12126
RAPGEF3,0.50715,0.66302,0.999917,12128,2,-0.79665
CDC25A,0.50718,0.66303,0.999917,12129,1,-1.8387
PPM1M,0.50718,0.66303,0.999917,12130,2,-0.044327
SLC51A,0.50722,0.66308,0.999917,12131,2,-0.15572
DNAH2,0.50732,0.66315,0.999917,12132,2,-0.77309
RIC8A,0.50739,0.66321,0.999917,12133,1,-0.24616
PCBP4,0.50748,0.66327,0.999917,12134,2,0.09226
SSPO,0.5075,0.66329,0.999917,12135,2,0.16001
PHF7,0.50761,0.66339,0.999917,12136,2,0.20877
HCN1,0.50771,0.66346,0.999917,12137,2,-0.15378
NAGLU,0.50773,0.66348,0.999917,12138,2,0.19996
UBE4B,0.50775,0.66349,0.999917,12139,2,0.20865
RALY,0.50801,0.6637,0.999917,12140,1,-1.8234
UNC119,0.5081,0.66376,0.999917,12141,2,-0.74421
CFB,0.50819,0.66382,0.999917,12142,2,0.25254
SMC1A,0.50826,0.66388,0.999917,12143,1,-0.67471
GRHL1,0.50837,0.66396,0.999917,12144,2,0.31145
TMEM108,0.50842,0.66401,0.999917,12145,2,0.055737
ZNF512B,0.50844,0.66402,0.999917,12146,2,-0.18813
FBXO10,0.50849,0.66406,0.999917,12147,2,0.20859
DBR1,0.50856,0.62711,0.999917,12148,1,-1.1499
ZNHIT3,0.50865,0.5085,0.999917,12149,0,0.11181
FAM175A,0.50879,0.66432,0.999917,12150,2,-0.20326
ZRSR2,0.50888,0.66438,0.999917,12151,2,-0.41954
UFD1L,0.50891,0.66441,0.999917,12152,2,-0.13662
PRPF40A,0.50892,0.66442,0.999917,12153,2,0.63897
NCKAP5L,0.50904,0.66452,0.999917,12154,2,0.13032
CRYZL1,0.5092,0.66465,0.999917,12155,2,-0.88481
INTS7,0.50923,0.6274,0.999917,12156,1,-2.1146
KRTAP1-4,0.50938,0.66479,0.999917,12157,2,0.083567
DTD2,0.50938,0.6648,0.999917,12158,2,0.06988
ACKR2,0.5095,0.66489,0.999917,12159,1,-0.43998
C9orf142,0.50956,0.66494,0.999917,12160,1,-1.0286
RSPH9,0.50966,0.665,0.999917,12161,1,-1.1981
IGF2,0.50987,0.66518,0.999917,12162,2,-0.36799
ATP11C,0.50998,0.66526,0.999917,12163,2,0.16938
PXN,0.51,0.66527,0.999917,12164,1,0.08896
GRIP1,0.51003,0.66529,0.999917,12165,1,-0.63921
IGSF1,0.51006,0.66532,0.999917,12166,1,-2.1291
ENG,0.51014,0.66538,0.999917,12167,2,0.14898
