id,negative selection score,negative selection p-value,negative selection rank
ZBTB25,0.55419,0.56542,10909
SEC23A,0.55426,0.56547,10910
ZNF729,0.55433,0.56552,10911
BTN3A2,0.55438,0.56556,10912
GTF2A1,0.55441,0.56558,10913
C19orf60,0.55444,0.56561,10914
HMCES,0.55454,0.5538,10915
MACC1,0.55457,0.56572,10916
EXT1,0.5546,0.56573,10917
CFL1,0.55465,0.56577,10918
PADI3,0.55468,0.56579,10919
HIST1H2AD,0.55471,0.56582,10920
RCAN3,0.55474,0.56583,10921
DGAT1,0.55476,0.56586,10922
OR6B1,0.55482,0.56589,10923
PLD4,0.55485,0.56591,10924
C12orf40,0.55496,0.566,10925
TMEM26,0.55501,0.56604,10926
SCGB1A1,0.55506,0.56609,10927
MYO1B,0.55517,0.56618,10928
EVI2B,0.55523,0.56622,10929
C1orf95,0.55525,0.56624,10930
ENOX2,0.55531,0.56629,10931
GAK,0.55539,0.56636,10932
TSPAN16,0.55549,0.56644,10933
MLLT4,0.55553,0.56647,10934
PDZRN4,0.55555,0.56649,10935
PPP4R4,0.55588,0.56675,10936
PNMAL2,0.55613,0.56695,10937
GAGE12B,0.55614,0.55611,10938
C17orf64,0.55621,0.56702,10939
PTRH2,0.55632,0.56711,10940
LCP2,0.55643,0.5672,10941
MLL5,0.55651,0.56727,10942
PRSS58,0.55656,0.56732,10943
C20orf202,0.55659,0.56735,10944
NTMT1,0.55667,0.56741,10945
SCN7A,0.55675,0.56747,10946
IQCF6,0.55681,0.56751,10947
OBFC1,0.55683,0.56755,10948
ERMARD,0.55692,0.56761,10949
USP53,0.55697,0.56765,10950
USP17L1P,0.55721,0.56785,10951
RPS10,0.55724,0.56787,10952
BANP,0.55727,0.56788,10953
BAIAP2L1,0.55735,0.56795,10954
ZNF284,0.55738,0.56797,10955
FBXO47,0.55746,0.56804,10956
HNRNPDL,0.55751,0.56807,10957
CPXCR1,0.55754,0.56811,10958
SNX27,0.55757,0.56813,10959
PAGE4,0.55759,0.56815,10960
GPR150,0.55773,0.56826,10961
NAPG,0.55775,0.55702,10962
FAM192A,0.55776,0.56828,10963
P4HTM,0.55778,0.56831,10964
GNRH2,0.55784,0.56835,10965
SNX33,0.55792,0.56842,10966
DPM2,0.55795,0.56843,10967
SNRPD2,0.55797,0.56846,10968
RBAK,0.55808,0.56854,10969
CCDC137,0.55814,0.56858,10970
SERPINF2,0.55819,0.56861,10971
SPSB3,0.55822,0.56863,10972
NPTX1,0.55825,0.56865,10973
C2orf27A,0.55838,0.56877,10974
C7orf61,0.55854,0.5689,10975
FAM19A2,0.5586,0.56895,10976
KRT14,0.55865,0.56899,10977
SAC3D1,0.55871,0.56903,10978
H1FX,0.55873,0.56905,10979
TAT,0.55876,0.56907,10980
OR56A1,0.55879,0.56909,10981
MED18,0.55881,0.56911,10982
NHLRC4,0.55892,0.56919,10983
C17orf82,0.55903,0.56926,10984
ADCYAP1,0.55909,0.5693,10985
HIRIP3,0.55914,0.56934,10986
2019-03-10 00:00:00,0.55917,0.56937,10987
DEFB113,0.55919,0.56938,10988
ZDHHC8,0.55925,0.56942,10989
SNRPC,0.55929,0.55852,10990
CALCA,0.55938,0.56953,10991
ISG15,0.55941,0.56955,10992
ACSF2,0.55946,0.5696,10993
OR5P2,0.55949,0.56962,10994
FEM1B,0.55952,0.56964,10995
GAGE10,0.55953,0.56076,10996
OAS3,0.55955,0.56966,10997
TTC36,0.55957,0.56968,10998
NAGS,0.5596,0.56971,10999
TMPO,0.55965,0.56976,11000
HSPA4,0.55968,0.56978,11001
RILPL2,0.55982,0.56988,11002
ZNF665,0.55988,0.56109,11003
DUSP26,0.55998,0.57001,11004
CNTNAP3B,0.55999,0.5612,11005
OBSL1,0.56006,0.57009,11006
RELN,0.56011,0.57015,11007
HIST2H4B,0.56012,0.56006,11008
NSF,0.56017,0.57019,11009
OR8A1,0.56022,0.57023,11010
SPANXB1,0.56025,0.56142,11011
CAST,0.5603,0.57028,11012
MUC6,0.56033,0.5703,11013
KLHDC8A,0.56036,0.57032,11014
RNASE3,0.5604,0.57035,11015
DMWD,0.56049,0.57043,11016
DEFB106B,0.56053,0.56056,11017
TNRC18,0.56054,0.57047,11018
PLSCR2,0.56061,0.57053,11019
POU5F1,0.56073,0.57063,11020
EDF1,0.56079,0.57067,11021
ALG5,0.56081,0.5707,11022
LACC1,0.56084,0.57072,11023
UGT2B11,0.56087,0.57074,11024
FMR1NB,0.56095,0.57081,11025
CCNB1,0.56098,0.57083,11026
PKIA,0.561,0.57086,11027
NOL11,0.56111,0.57095,11028
LOX,0.56123,0.57105,11029
CLIP1,0.5613,0.5711,11030
SSH3,0.56135,0.57114,11031
KBTBD3,0.56142,0.57119,11032
GRB2,0.56152,0.57126,11033
FAM21C,0.56155,0.56083,11034
UGCG,0.56162,0.57136,11035
LRRC8E,0.56173,0.57145,11036
C16orf54,0.56179,0.5715,11037
STK38L,0.56183,0.57153,11038
FAM216B,0.56189,0.57159,11039
SULT1B1,0.56192,0.57162,11040
MBD3L1,0.56201,0.5717,11041
TRAIP,0.56201,0.5717,11042
PID1,0.56208,0.57176,11043
FBXW8,0.56214,0.5718,11044
KRTAP4-2,0.56224,0.57188,11045
TGFBR3,0.56227,0.5719,11046
SMNDC1,0.5623,0.57193,11047
CAMP,0.56234,0.57196,11048
FAM47A,0.56246,0.57206,11049
SLC27A6,0.56248,0.57208,11050
CHMP5,0.56251,0.5721,11051
DCHS1,0.56254,0.57213,11052
SH3D21,0.56257,0.57215,11053
IQCG,0.56259,0.57217,11054
GLT1D1,0.56265,0.57221,11055
PHLPP2,0.56275,0.57231,11056
ABCG8,0.56281,0.57234,11057
TCEAL2,0.56289,0.57241,11058
CDCA7,0.56292,0.57244,11059
CSRNP3,0.56297,0.57248,11060
HSD17B3,0.56301,0.57252,11061
HEBP2,0.56308,0.57257,11062
SLC43A1,0.56321,0.57268,11063
GAB2,0.56326,0.57272,11064
SH3BP5L,0.56329,0.57274,11065
PHACTR3,0.56334,0.57278,11066
EIF2B1,0.56337,0.57281,11067
YAP1,0.56345,0.57287,11068
KRTAP9-6,0.56353,0.57294,11069
CCL16,0.56361,0.573,11070
C4B_2,0.56364,0.57302,11071
UBXN6,0.56369,0.57307,11072
IFNA13,0.5637,0.56368,11073
ARIH2OS,0.56377,0.57313,11074
C9orf96,0.5642,0.57344,11075
BOD1L1,0.56431,0.57354,11076
CHIC1,0.56444,0.57364,11077
LOC100130880,0.5645,0.57368,11078
NFASC,0.56463,0.57376,11079
APC,0.56469,0.57382,11080
TRIM26,0.56474,0.57387,11081
CACNA1E,0.5649,0.57401,11082
SPATA31E1,0.56493,0.57403,11083
FGF17,0.56495,0.57405,11084
DIEXF,0.56501,0.57409,11085
MPP7,0.56506,0.57414,11086
PHB2,0.56509,0.57416,11087
SYTL3,0.56519,0.57425,11088
EIF4A2,0.56522,0.57427,11089
NEDD4L,0.56527,0.57431,11090
TTYH3,0.56538,0.57441,11091
SOGA1,0.56554,0.57456,11092
MLN,0.56557,0.57457,11093
PPY,0.5656,0.5746,11094
OR8I2,0.56562,0.57462,11095
ZNF292,0.56565,0.57465,11096
ETS2,0.56576,0.57474,11097
ZBTB44,0.56578,0.57476,11098
PPFIBP2,0.56581,0.57478,11099
HIST1H3C,0.56586,0.57483,11100
PRR16,0.56592,0.57486,11101
TIGD7,0.56597,0.57491,11102
MAST2,0.56602,0.57494,11103
GPR78,0.5661,0.57502,11104
SLC9A8,0.56618,0.57508,11105
CBWD1,0.56621,0.5751,11106
POLR2F,0.56626,0.57514,11107
HSD17B1,0.56629,0.57517,11108
OSBPL8,0.56632,0.57519,11109
C1QC,0.56634,0.57521,11110
TMEM233,0.5664,0.57525,11111
TAPT1,0.5665,0.57534,11112
RUNDC3A,0.56653,0.57537,11113
BRF2,0.56664,0.57545,11114
SLC7A9,0.56666,0.57547,11115
ZNF253,0.56669,0.57548,11116
PRG2,0.56676,0.57553,11117
TNFSF9,0.5669,0.57566,11118
FBXO3,0.56698,0.57572,11119
PIK3CD,0.56701,0.57574,11120
NOVA2,0.56704,0.57577,11121
ARF6,0.56706,0.57578,11122
POC1B,0.56712,0.57582,11123
PPP1R18,0.56714,0.57585,11124
ATAD5,0.5672,0.5759,11125
ECT2,0.56722,0.57592,11126
RETN,0.56725,0.57593,11127
C22orf29,0.5673,0.57598,11128
BTN2A2,0.56736,0.57602,11129
EID2,0.56746,0.57611,11130
COL17A1,0.56754,0.57617,11131
CLCC1,0.5676,0.57621,11132
SLC26A9,0.56765,0.57625,11133
CCRL1,0.56776,0.57634,11134
TARP,0.56781,0.57638,11135
ALG2,0.56784,0.57641,11136
NUTM2F,0.56786,0.57643,11137
NAA10,0.56789,0.57646,11138
STEAP2,0.56797,0.57653,11139
ESPN,0.5681,0.57663,11140
NIF3L1,0.56816,0.57667,11141
POLR2A,0.56834,0.57681,11142
GTPBP6_X,0.56839,0.57686,11143
METTL9,0.56842,0.57688,11144
RPS4Y1,0.56847,0.57691,11145
PACSIN3,0.5685,0.57693,11146
PFN4,0.56858,0.577,11147
MYOT,0.56861,0.57702,11148
RBM7,0.56871,0.5771,11149
C19orf59,0.56874,0.57712,11150
PCP4,0.56877,0.57715,11151
PITHD1,0.56879,0.57717,11152
MKRN1,0.56885,0.57722,11153
MBD5,0.56895,0.57731,11154
MMAA,0.56913,0.57746,11155
ELAVL4,0.56922,0.57753,11156
C15orf27,0.56927,0.57758,11157
ABCD3,0.5693,0.5776,11158
PAK6,0.56938,0.57767,11159
SPHAR,0.56945,0.56928,11160
HIST1H3I,0.56946,0.57772,11161
STS,0.56948,0.57775,11162
DEFB134,0.56956,0.57036,11163
CSAG1,0.56966,0.5779,11164
HEATR6,0.56976,0.57799,11165
HERC2,0.56976,0.57799,11166
ADSL,0.56988,0.57809,11167
APLP1,0.56999,0.57816,11168
GYG1,0.57001,0.57818,11169
SF1,0.57036,0.57848,11170
SPRY4,0.57041,0.57852,11171
LIN28A,0.57044,0.57854,11172
BPIFB4,0.5706,0.57868,11173
TM4SF19,0.57065,0.57871,11174
SLC25A46,0.57068,0.57874,11175
CIB2,0.5707,0.57877,11176
FRYL,0.57076,0.5788,11177
CA2,0.57091,0.57894,11178
APOD,0.57094,0.57896,11179
ITPR2,0.57097,0.57899,11180
PDE4C,0.57102,0.57903,11181
FANCA,0.5711,0.57911,11182
EGR1,0.57113,0.57912,11183
CD226,0.57115,0.57914,11184
SIDT2,0.57123,0.57922,11185
TRABD2A,0.57129,0.57926,11186
OTC,0.57134,0.5793,11187
2019-03-08 00:00:00,0.57142,0.57936,11188
MS4A1,0.57158,0.57948,11189
FAM163B,0.5716,0.57951,11190
C1RL,0.57163,0.57953,11191
ZNF440,0.57166,0.57955,11192
ZRANB3,0.57168,0.57957,11193
ACTR3,0.57176,0.57964,11194
WNT9B,0.57181,0.57967,11195
FAM173B,0.57197,0.57982,11196
CTDSP2,0.572,0.57985,11197
TCEB3CL,0.57203,0.57987,11198
GRB10,0.57205,0.57989,11199
S100A12,0.57213,0.57995,11200
MYOZ1,0.57224,0.58004,11201
ZNF814,0.57232,0.58011,11202
PDE2A,0.57234,0.58013,11203
TMEM151A,0.57237,0.58015,11204
WASF1,0.57243,0.58021,11205
TLE3,0.57243,0.58021,11206
LOC200726,0.5725,0.58027,11207
SLC25A29,0.57253,0.58028,11208
OR5H1,0.57255,0.58031,11209
SLC25A45,0.57266,0.58038,11210
CUL4A,0.57284,0.58053,11211
MRO,0.573,0.58067,11212
CHODL,0.57303,0.58068,11213
WASF2,0.57319,0.58081,11214
PPM1H,0.57324,0.58084,11215
BCAS2,0.57332,0.58091,11216
ANGPT2,0.5735,0.58107,11217
PAGE2,0.57354,0.58111,11218
SSNA1,0.57354,0.58111,11219
NOC3L,0.57361,0.58116,11220
MYL10,0.57382,0.58135,11221
HCAR1,0.57384,0.58137,11222
KIF2A,0.57392,0.58144,11223
TXNL4B,0.57398,0.58148,11224
METTL25,0.57408,0.58156,11225
CMTM8,0.57416,0.58162,11226
ZFP69,0.5742,0.58165,11227
LMO4,0.57429,0.58173,11228
CHIT1,0.57437,0.58179,11229
CREBRF,0.5744,0.58181,11230
MRPL19,0.57447,0.58187,11231
C16orf80,0.57461,0.58199,11232
OR7D4,0.57463,0.58202,11233
PARS2,0.57468,0.58206,11234
TMEM79,0.57471,0.58209,11235
CNOT6L,0.57479,0.58216,11236
TYRO3,0.57484,0.5822,11237
NDNL2,0.57505,0.58237,11238
CD276,0.57508,0.58239,11239
ACTL8,0.57518,0.58248,11240
NR4A1,0.57531,0.58258,11241
PRKRA,0.57539,0.58265,11242
TRAF3IP1,0.57547,0.58271,11243
BOLA3,0.5755,0.58274,11244
FGFBP1,0.57552,0.58275,11245
MED9,0.57558,0.58279,11246
SLTM,0.5756,0.57577,11247
DHX32,0.57568,0.58287,11248
ZDHHC9,0.57579,0.58295,11249
PHF20,0.57589,0.58303,11250
FEV,0.57594,0.58307,11251
PBXIP1,0.576,0.58314,11252
WTAP,0.57602,0.57652,11253
ARMC2,0.57608,0.5832,11254
CTSF,0.57613,0.58324,11255
CFHR1,0.57615,0.58327,11256
CLMP,0.57621,0.58331,11257
IVD,0.57623,0.58333,11258
KRTAP5-5,0.57626,0.58335,11259
CLRN2,0.57642,0.58346,11260
HAO2,0.57644,0.58348,11261
CAPZA3,0.57647,0.58351,11262
PRL,0.57649,0.58353,11263
PGD,0.57652,0.58356,11264
HSF4,0.57655,0.58358,11265
COX5B,0.57659,0.58361,11266
HIST1H3D,0.57659,0.58361,11267
ZP3,0.57663,0.58364,11268
KCTD15,0.57668,0.58368,11269
TMEM222,0.57673,0.58373,11270
CT45A1,0.57676,0.58375,11271
CHMP4A,0.57681,0.5838,11272
RAB23,0.57689,0.58387,11273
FZD8,0.57698,0.58395,11274
CUZD1,0.57698,0.58395,11275
ATP5J2,0.57702,0.58398,11276
P2RY14,0.57704,0.584,11277
GNG5,0.57707,0.58403,11278
OR6N2,0.5771,0.58405,11279
COG5,0.57717,0.58412,11280
MRPL54,0.57723,0.58416,11281
SNAP29,0.57725,0.58418,11282
DIP2B,0.57728,0.5842,11283
GPR12,0.5773,0.58422,11284
SEC31B,0.57741,0.5843,11285
FAM184B,0.57744,0.58433,11286
PNMAL1,0.57749,0.58436,11287
CYSLTR2,0.57751,0.58439,11288
AADACL2,0.57755,0.58442,11289
PRKRIR,0.57772,0.58456,11290
MTRF1L,0.57776,0.5846,11291
CDS2,0.5778,0.58462,11292
SNAP25,0.57796,0.58475,11293
FUOM,0.57801,0.58479,11294
RPL35,0.57806,0.58484,11295
SDC3,0.57809,0.58486,11296
HBG2,0.57811,0.57802,11297
LRRC55,0.57819,0.58494,11298
TNKS2,0.57822,0.58496,11299
SPINK2,0.57827,0.58501,11300
HARS,0.5783,0.58503,11301
CTSB,0.57832,0.58505,11302
IL4,0.57838,0.58509,11303
TMEM206,0.57848,0.58518,11304
RBPJL,0.57864,0.58531,11305
ATP8A1,0.57866,0.58534,11306
WNT3A,0.57871,0.58539,11307
SMAD6,0.5789,0.58555,11308
RBM6,0.57892,0.58556,11309
TEX19,0.57897,0.58561,11310
C9orf142,0.57903,0.58567,11311
MYH9,0.57908,0.58571,11312
GLIPR1L1,0.5791,0.58573,11313
KRT28,0.57921,0.58582,11314
DNAJC27,0.57924,0.58583,11315
ATP8B3,0.57934,0.58592,11316
SNAI2,0.57937,0.58594,11317
HSD17B6,0.57942,0.58599,11318
TCF7L1,0.57957,0.58612,11319
NSFL1C,0.5796,0.58614,11320
IGBP1,0.57968,0.58621,11321
PDLIM4,0.5797,0.58623,11322
PRAMEF13,0.57974,0.58014,11323
TMEM117,0.57976,0.58628,11324
PLA2G12A,0.57978,0.5863,11325
USP32,0.57981,0.58632,11326
ANO9,0.57983,0.58634,11327
CSTF3,0.57989,0.58638,11328
RNF121,0.57991,0.58641,11329
NDUFS6,0.57994,0.58643,11330
MROH1,0.58007,0.58654,11331
VMA21,0.58011,0.58658,11332
COA4,0.58011,0.58658,11333
TCF19,0.5803,0.58675,11334
TRPC3,0.58038,0.5868,11335
NAP1L3,0.58046,0.58687,11336
CAMK2G,0.58064,0.58703,11337
GRHL2,0.58069,0.58707,11338
CDR2L,0.58077,0.58714,11339
DNM3,0.58079,0.58715,11340
TLCD2,0.58082,0.58718,11341
PHYHIPL,0.58085,0.5872,11342
A2ML1,0.5809,0.58725,11343
TRAF3,0.58092,0.58727,11344
TMEM59,0.58095,0.58729,11345
TACR3,0.58116,0.58746,11346
MTMR9,0.58121,0.58751,11347
OTX1,0.58126,0.58756,11348
INTS5,0.58139,0.58766,11349
GGCX,0.58155,0.5878,11350
GPRC5B,0.5816,0.58784,11351
MRPS21,0.58165,0.58789,11352
TMEM237,0.58178,0.58801,11353
ARHGEF26,0.58191,0.58811,11354
GPCPD1,0.58199,0.58817,11355
OTOF,0.58201,0.58819,11356
FKBP2,0.58204,0.58823,11357
NFYB,0.58214,0.58831,11358
MLH3,0.58217,0.58833,11359
PON2,0.58219,0.58836,11360
TRPC5,0.58222,0.58838,11361
PTCD2,0.58225,0.5884,11362
NAA38,0.58232,0.58848,11363
R3HDM2,0.58235,0.5885,11364
IL31RA,0.58248,0.58862,11365
PVRL2,0.5825,0.58863,11366
GDPD3,0.58254,0.58866,11367
TSPAN19,0.58261,0.58873,11368
HIST1H3G,0.58266,0.58877,11369
BOLL,0.58284,0.58893,11370
CDX2,0.58287,0.58896,11371
CCDC142,0.58289,0.58898,11372
ARHGDIG,0.58293,0.58901,11373
HTR4,0.583,0.58906,11374
IFITM1,0.58302,0.58908,11375
HECW1,0.58307,0.58911,11376
LDB2,0.5831,0.58913,11377
EVC,0.58312,0.58916,11378
TMEM136,0.58315,0.58918,11379
TIAF1,0.58318,0.58921,11380
HBQ1,0.58325,0.58927,11381
EHMT1,0.58328,0.58929,11382
RNF146,0.58331,0.58931,11383
CCL17,0.58333,0.58934,11384
FAM175B,0.58336,0.58936,11385
NCL,0.58338,0.58937,11386
SASS6,0.58359,0.58955,11387
OXGR1,0.58367,0.5896,11388
FKBP3,0.58372,0.58965,11389
ZNF845,0.58374,0.58967,11390
PDLIM1,0.58377,0.58969,11391
CASP8AP2,0.5838,0.58971,11392
ICAM2,0.58387,0.58978,11393
SCO1,0.58394,0.58983,11394
MTRNR2L5,0.58397,0.5834,11395
MVB12B,0.58398,0.58986,11396
AGXT2,0.58403,0.5899,11397
DGUOK,0.58408,0.58995,11398
PABPC1,0.58411,0.58997,11399
SFRP2,0.58413,0.58999,11400
PENK,0.58416,0.59001,11401
CCR9,0.58444,0.59025,11402
ATP5I,0.58454,0.59034,11403
SACS,0.58457,0.59036,11404
WNK1,0.58462,0.59041,11405
SLC45A1,0.58465,0.59043,11406
TXNDC17,0.58485,0.59061,11407
PEX6,0.58488,0.59062,11408
HENMT1,0.5849,0.59064,11409
ZIC3,0.58496,0.59068,11410
LAG3,0.58498,0.5907,11411
C9orf9,0.58506,0.59076,11412
LRP6,0.58514,0.59084,11413
HSPA4L,0.5853,0.59097,11414
RNF145,0.58534,0.591,11415
ACKR4,0.58537,0.59102,11416
SUPV3L1,0.5855,0.59114,11417
RAB28,0.58552,0.59115,11418
KHDRBS3,0.58557,0.5912,11419
ZDHHC17,0.5856,0.59122,11420
FGF7,0.58562,0.59124,11421
PTGR2,0.58573,0.59133,11422
SYPL2,0.58578,0.59137,11423
KALRN,0.58593,0.59152,11424
ELANE,0.58609,0.59164,11425
KRT82,0.58611,0.59166,11426
GRK5,0.58619,0.59173,11427
MARVELD2,0.58622,0.59175,11428
RNF157,0.58632,0.59184,11429
CYP4X1,0.58652,0.59201,11430
SNCA,0.58655,0.59202,11431
PTGDR,0.58657,0.59204,11432
hsa-let-7c,0.58658,0.586,11433
DCXR,0.58663,0.59209,11434
HMGCR,0.58668,0.59213,11435
PIK3CB,0.5867,0.59215,11436
LIMS3,0.58681,0.59225,11437
COL13A1,0.58686,0.59229,11438
STRC,0.58688,0.59232,11439
OR4K13,0.58691,0.59234,11440
KL,0.58693,0.59237,11441
LIMD2,0.58701,0.59243,11442
CTDSP1,0.58709,0.59249,11443
TSSK2,0.58714,0.59254,11444
ZNF385A,0.58722,0.5926,11445
SEC22A,0.58724,0.59263,11446
RIF1,0.58732,0.59267,11447
RFPL2,0.58737,0.59271,11448
RXFP1,0.58745,0.59278,11449
SLC5A7,0.58752,0.59283,11450
ZFP41,0.5876,0.5929,11451
USP21,0.58763,0.59292,11452
TMOD1,0.58778,0.59306,11453
MED23,0.58786,0.59312,11454
NNT,0.58788,0.59314,11455
SETD5,0.58798,0.59323,11456
ACOT12,0.58806,0.59329,11457
SLC22A18,0.58809,0.59331,11458
FAM69C,0.58814,0.59336,11459
NGFR,0.58819,0.5934,11460
PRDM7,0.58821,0.59342,11461
TEX14,0.58832,0.59352,11462
WFDC2,0.58834,0.59355,11463
SLC3A1,0.58844,0.59363,11464
GLTPD1,0.58849,0.59368,11465
PEX5,0.58852,0.5937,11466
NUDT4,0.58857,0.59374,11467
MED29,0.58883,0.59396,11468
MMADHC,0.58885,0.59399,11469
PLEKHF2,0.5889,0.59403,11470
HOXB6,0.58895,0.59407,11471
DRG1,0.58898,0.59409,11472
HAPLN1,0.58901,0.59411,11473
EPAS1,0.58903,0.59413,11474
RD3L,0.58906,0.59415,11475
OR52M1,0.58918,0.59427,11476
SEC61G,0.58921,0.59429,11477
OR8G1,0.58926,0.59433,11478
HTR6,0.58931,0.59438,11479
SIRT1,0.58936,0.59442,11480
TCF15,0.58952,0.59455,11481
GSG1L,0.58962,0.59466,11482
MSMP,0.58967,0.5947,11483
LYPD8,0.58969,0.59472,11484
PATE4,0.58982,0.59482,11485
G6PC3,0.58992,0.59491,11486
PDPR,0.58995,0.59493,11487
GPR84,0.59008,0.59503,11488
DSG1,0.5901,0.59505,11489
KCNC1,0.59018,0.59511,11490
ADH6,0.5902,0.59513,11491
TPPP2,0.59023,0.59515,11492
SRSF6,0.59025,0.59519,11493
SNX13,0.59028,0.5952,11494
MANSC4,0.59031,0.59523,11495
KBTBD13,0.59033,0.59524,11496
HIST1H4K,0.59035,0.59008,11497
WBP1L,0.59043,0.59533,11498
IGFBP3,0.59046,0.59536,11499
ASPRV1,0.59056,0.59545,11500
ZNF583,0.59059,0.59547,11501
SLC9A3R2,0.59069,0.59556,11502
GUCY1A2,0.59076,0.59562,11503
RXRG,0.59079,0.59565,11504
RHPN1,0.59087,0.59571,11505
FAM3D,0.59102,0.59583,11506
SP140,0.59107,0.59587,11507
PDE4DIP,0.59112,0.59591,11508
C17orf72,0.59117,0.59595,11509
DCLK2,0.5912,0.59597,11510
CYP51A1,0.5913,0.59605,11511
B4GALNT1,0.59132,0.59607,11512
ADD2,0.59137,0.59611,11513
ITSN1,0.59142,0.59615,11514
VAX1,0.59153,0.59624,11515
PRC1,0.5916,0.5963,11516
ANKRD52,0.5917,0.59637,11517
ALDH1A2,0.59183,0.59649,11518
FOXL1,0.59191,0.59654,11519
MIEN1,0.59198,0.59661,11520
TEX15,0.59203,0.59665,11521
GALT,0.59206,0.59667,11522
TLE2,0.59211,0.59673,11523
PRDX6,0.59215,0.59677,11524
SYNPO2,0.59219,0.59679,11525
QSOX1,0.59221,0.59682,11526
RARRES2,0.59226,0.59686,11527
FAM157A,0.59231,0.5969,11528
GLCCI1,0.59234,0.59692,11529
SLC25A19,0.59244,0.59701,11530
CER1,0.59247,0.59703,11531
IARS,0.59249,0.59706,11532
MTFR1L,0.59252,0.59708,11533
LYSMD4,0.59267,0.59721,11534
ASIC1,0.59272,0.59726,11535
RNF43,0.59279,0.59732,11536
DGKK,0.59292,0.59743,11537
PCYOX1,0.59295,0.59746,11538
CCDC175,0.59297,0.59748,11539
PRB2,0.593,0.59329,11540
EBF1,0.59302,0.59752,11541
ENAH,0.59305,0.59754,11542
CCDC23,0.5931,0.59758,11543
TAP1,0.59312,0.59761,11544
PLXNB2,0.5932,0.59767,11545
MFSD3,0.59328,0.59773,11546
ATRX,0.59333,0.59778,11547
HAUS5,0.59335,0.5978,11548
ULK1,0.5934,0.59784,11549
CCDC42,0.59343,0.59787,11550
POU3F2,0.59348,0.59791,11551
PRMT5,0.59353,0.59795,11552
RBBP7,0.59368,0.59808,11553
NCOA7,0.59373,0.59812,11554
SUCO,0.59376,0.59814,11555
CSF2,0.59378,0.59816,11556
ROPN1L,0.59388,0.59824,11557
AQP10,0.59391,0.59828,11558
IL13,0.59393,0.59829,11559
SLC28A2,0.59396,0.59832,11560
SMAD1,0.59398,0.59834,11561
MIER1,0.59401,0.59837,11562
DCAF11,0.59403,0.5984,11563
XRCC5,0.59406,0.59842,11564
C8orf58,0.5941,0.59844,11565
BHMT2,0.59416,0.59849,11566
DNAJC13,0.59419,0.59851,11567
CTRC,0.59431,0.59862,11568
PSMB6,0.59434,0.59864,11569
ZNF382,0.59436,0.59866,11570
DAPK2,0.59451,0.5988,11571
SUCLA2,0.59454,0.59881,11572
TRIM24,0.59467,0.59893,11573
TMEM241,0.59482,0.59907,11574
C22orf23,0.59487,0.59912,11575
DUSP9,0.59494,0.59918,11576
CCDC28A,0.59507,0.5993,11577
MCL1,0.59509,0.59932,11578
ZNF768,0.59517,0.59938,11579
DAZAP1,0.59525,0.59946,11580
GGN,0.59527,0.59947,11581
GPR125,0.59538,0.59957,11582
CERS4,0.59545,0.59962,11583
COMMD8,0.59557,0.59974,11584
PXN,0.59562,0.59978,11585
MON1B,0.59567,0.59983,11586
RIOK1,0.59575,0.59989,11587
TLX2,0.59577,0.59992,11588
BIN1,0.59583,0.59996,11589
C2orf82,0.5959,0.60004,11590
KIAA1009,0.59603,0.60015,11591
INIP,0.59608,0.6002,11592
PRSS3,0.59618,0.60029,11593
FADS6,0.59628,0.60038,11594
FTSJD2,0.59633,0.5958,11595
INO80B,0.59643,0.60052,11596
PLAGL2,0.59645,0.60054,11597
BCO2,0.59648,0.60057,11598
F2RL2,0.59658,0.60066,11599
PFN3,0.59668,0.60074,11600
VDAC2,0.59678,0.60084,11601
AGPHD1,0.59686,0.60091,11602
IL6,0.59688,0.60093,11603
MAOA,0.59696,0.60099,11604
SNX22,0.59703,0.60105,11605
TMEM252,0.59706,0.60108,11606
ZNF519,0.59708,0.60109,11607
C11orf94,0.59713,0.60114,11608
DUSP2,0.59721,0.6012,11609
EXD3,0.59728,0.60127,11610
C5orf47,0.59733,0.60132,11611
COL9A2,0.59738,0.60137,11612
KDM6B,0.59743,0.60141,11613
FHL2,0.59751,0.60147,11614
CARKD,0.59753,0.6015,11615
HSP90B1,0.59766,0.6016,11616
NRCAM,0.59768,0.60162,11617
PGS1,0.59771,0.60164,11618
OSBPL2,0.59794,0.60184,11619
CIR1,0.59796,0.60185,11620
THEM4,0.59801,0.6019,11621
MPPE1,0.59804,0.60193,11622
RUNDC1,0.59806,0.60196,11623
BEAN1,0.59809,0.60197,11624
DENND6A,0.59816,0.60204,11625
LYRM5,0.59819,0.60207,11626
LOC643037,0.59821,0.60209,11627
MDN1,0.59826,0.60215,11628
RAB3IP,0.59829,0.60217,11629
C9orf16,0.59831,0.60219,11630
IKZF2,0.59836,0.60223,11631
EIF2B3,0.59839,0.60225,11632
WDR93,0.59841,0.60228,11633
IQGAP3,0.59845,0.60231,11634
SPPL2B,0.59854,0.60238,11635
PFDN1,0.59859,0.60243,11636
ZCWPW1,0.59861,0.60245,11637
AFAP1L2,0.59891,0.60271,11638
ZNF12,0.59896,0.60276,11639
DNAH7,0.59906,0.60285,11640
INSC,0.59914,0.60292,11641
FDFT1,0.59916,0.60295,11642
MCM4,0.59919,0.60297,11643
ADAM15,0.59921,0.603,11644
DEF6,0.59924,0.60302,11645
RBM17,0.59929,0.60307,11646
PLAU,0.59933,0.59976,11647
