id,d7_chemo__d7_control||num,d7_chemo__d7_control||neg|p-value,d7_chemo__d7_control||neg|fdr,d7_chemo__d7_control||neg|rank,d7_chemo__d7_control||neg|goodsgrna,d7_chemo__d7_control||pos|p-value,d7_chemo__d7_control||pos|fdr,d7_chemo__d7_control||pos|rank,d7_chemo__d7_control||pos|goodsgrna,d7_chemo__d7_control||log2FoldChange
KRTAP5-5,2,0.20876,0.987402,4646,1,0.29299,0.994322,7161,1,-1.0956
SEC14L4,3,0.15332,0.982693,2864,3,0.93423,0.99878,19989,0,-1.0961
PDF,2,0.15824,0.982693,3719,1,0.25176,0.994322,6163,1,-1.0963
TRIM68,3,0.44018,0.996322,8592,2,0.7695,0.994763,16531,0,-1.0965
VENTX,3,0.44059,0.996322,8597,2,0.70321,0.994322,15084,0,-1.0976
SYS1,3,0.43729,0.996322,8546,2,0.57358,0.994322,12160,1,-1.0977
TYMS,3,0.43866,0.996322,8570,2,0.50724,0.994322,10598,1,-1.0982
SCGB1D1,3,0.44062,0.996322,8598,2,0.16177,0.994322,3218,1,-1.0989
EIF3G,3,0.43438,0.996322,8495,2,0.31629,0.994322,6006,1,-1.1002
ZBTB2,3,0.41155,0.996322,8070,2,0.20607,0.994322,4056,1,-1.1005
NANOS1,3,0.16629,0.983744,3121,2,0.85164,0.99819,18230,0,-1.1012
G6PD,2,0.52968,0.996322,12170,1,0.82028,0.996819,17587,0,-1.102
CERS5,3,0.43838,0.996322,8559,2,0.48683,0.994322,10081,1,-1.1026
FSTL3,2,0.5318,0.996322,12210,1,0.78276,0.994878,16809,0,-1.1027
PRKCD,2,0.16971,0.983744,3920,1,0.27295,0.994322,6771,1,-1.1033
CSRNP2,2,0.1477,0.980655,3558,1,0.23416,0.994322,5591,1,-1.1034
HIST1H4L,3,0.03206,0.959283,601,3,0.95221,0.998896,20366,0,-1.1036
TPM4,1,0.36339,0.996322,9877,1,0.63671,0.994322,13664,0,-1.1055
hsa-mir-4741,3,0.29908,0.996322,6077,2,0.35949,0.994322,6844,1,-1.1056
EPHA2,3,0.13252,0.976462,2475,3,0.94425,0.998896,20180,0,-1.1058
ARHGAP30,3,0.43672,0.996322,8529,2,0.89386,0.998318,19120,0,-1.106
SEMA4C,2,0.17172,0.984333,3941,1,0.27615,0.994322,6826,1,-1.106
UNC5B,3,0.25927,0.994862,5172,2,0.87151,0.998318,18628,0,-1.106
IL8,3,0.43707,0.996322,8545,2,0.58544,0.994322,12431,1,-1.1061
POP5,2,0.21541,0.987402,4765,1,0.29793,0.994322,7266,1,-1.1061
PITPNM2,3,0.30813,0.996322,6236,2,0.84447,0.99819,18066,0,-1.1064
GNG2,2,0.53586,0.996322,12281,1,0.78916,0.994954,16954,0,-1.1073
ST7,3,0.43131,0.996322,8447,2,0.70673,0.994322,15156,0,-1.108
ALDH2,3,0.43916,0.996322,8577,2,0.76707,0.9946,16474,0,-1.1083
hsa-mir-1260b,4,0.492,0.996322,9057,2,0.84037,0.99819,17987,0,-1.109
FMOD,3,0.41514,0.996322,8141,2,0.82286,0.997145,17636,0,-1.1104
LRRC36,3,0.40908,0.996322,8040,2,0.42932,0.994322,8628,1,-1.111
RTN3,2,0.19101,0.984333,4322,1,0.2908,0.994322,7108,1,-1.112
BEX4,3,0.43806,0.996322,8555,2,0.54872,0.994322,11590,1,-1.1121
CDYL2,3,0.39551,0.996322,7776,2,0.47864,0.994322,9874,1,-1.1126
CBS,2,0.28966,0.996322,6156,1,0.25809,0.994322,6338,1,-1.1127
GLIPR1L1,3,0.43813,0.996322,8556,2,0.46857,0.994322,9627,1,-1.1127
PAICS,2,0.21403,0.987402,4735,2,0.8711,0.998318,18625,0,-1.1134
TAS2R20,3,0.39106,0.996322,7718,2,0.85003,0.99819,18190,0,-1.1135
PPIG,3,0.15753,0.982693,2933,3,0.93214,0.998636,19949,0,-1.1136
RASD2,3,0.43515,0.996322,8501,2,0.88053,0.998318,18822,0,-1.1136
DDAH1,2,0.12363,0.976462,3072,1,0.20176,0.994322,4577,1,-1.1139
hsa-mir-553,1,0.36237,0.996322,9843,1,0.63778,0.994322,13689,0,-1.1139
NDUFAB1,3,0.43669,0.996322,8528,2,0.36925,0.994322,7092,1,-1.1155
TUBB6,3,0.43659,0.996322,8526,2,0.75963,0.994322,16317,0,-1.1164
POLD1,3,0.28805,0.996322,5850,2,0.45655,0.994322,9319,1,-1.1166
PTPMT1,2,0.12093,0.976462,3003,1,0.19901,0.994322,4494,1,-1.1166
TMEM70,2,0.14581,0.978361,3507,1,0.23844,0.994322,5736,1,-1.1169
GRB14,2,0.22881,0.988895,5014,2,0.86118,0.998318,18416,0,-1.1171
MEIS3,3,0.43776,0.996322,8553,2,0.6715,0.994322,14405,1,-1.1175
GUCY1A3,3,0.43223,0.996322,8458,2,0.79141,0.995098,16991,0,-1.1176
IL18RAP,3,0.4362,0.996322,8513,2,0.48883,0.994322,10129,1,-1.1177
TICAM1,3,0.25269,0.994575,5056,2,0.72664,0.994322,15598,0,-1.1197
OR4A5,3,0.43629,0.996322,8514,2,0.73065,0.994322,15696,0,-1.1199
UBTF,3,0.43704,0.996322,8544,2,0.44323,0.994322,8986,1,-1.1204
BIN3,2,0.53633,0.996322,12306,1,0.78578,0.994878,16883,0,-1.1212
LOC100653515,3,0.43197,0.996322,8457,2,0.0077971,0.970617,141,1,-1.1212
C8orf58,3,0.26355,0.994862,5261,2,0.50528,0.994322,10552,1,-1.1223
FA2H,3,0.43298,0.996322,8480,2,0.58988,0.994322,12533,1,-1.1223
CLDN6,3,0.43602,0.996322,8510,2,0.57822,0.994322,12265,1,-1.1228
FOXE3,3,0.43249,0.996322,8460,2,0.70224,0.994322,15060,0,-1.1232
GZMH,2,0.2758,0.994862,5872,2,0.82865,0.997578,17753,0,-1.1241
GCNT2,3,0.16914,0.983744,3161,3,0.92642,0.998318,19828,0,-1.125
TBC1D30,3,0.17198,0.984333,3226,2,0.91189,0.998318,19513,0,-1.1251
P2RY13,3,0.4349,0.996322,8498,2,0.67115,0.994322,14394,1,-1.1252
ZNF611,3,0.43446,0.996322,8496,2,0.88914,0.998318,19025,0,-1.1255
SPAG16,3,0.43417,0.996322,8494,2,0.078899,0.994322,1405,1,-1.1256
LOC100287399,3,0.36941,0.996322,7342,2,0.50293,0.994322,10492,1,-1.1259
GHRHR,3,0.43382,0.996322,8483,2,0.49745,0.994322,10345,1,-1.1265
ITGA3,3,0.16268,0.982693,3058,3,0.92965,0.998351,19895,0,-1.1272
ADNP2,3,0.41131,0.996322,8067,2,0.72347,0.994322,15522,0,-1.1275
DHDH,3,0.43611,0.996322,8512,2,0.44061,0.994322,8910,1,-1.1278
KCNJ16,2,0.18785,0.984333,4254,1,0.29451,0.994322,7188,1,-1.128
GALNT7,2,0.55183,0.996322,12581,1,0.8045,0.995729,17259,0,-1.1283
NARS,3,0.41552,0.996322,8154,2,0.75855,0.994322,16292,0,-1.131
NEU2,3,0.43333,0.996322,8482,2,0.91875,0.998318,19664,0,-1.1323
WDR52,3,0.43291,0.996322,8479,2,0.63325,0.994322,13534,1,-1.1323
PRKAG2,3,0.42012,0.996322,8237,2,0.40333,0.994322,7958,1,-1.133
GRN,3,0.1387,0.976462,2586,3,0.94128,0.998896,20123,0,-1.1333
FZD6,3,0.43529,0.996322,8505,2,0.63708,0.994322,13627,1,-1.1339
COLGALT1,3,0.14276,0.978361,2647,3,0.93941,0.998896,20095,0,-1.134
NOS2,3,0.085911,0.976462,1591,2,0.63037,0.994322,13468,1,-1.134
UEVLD,3,0.11659,0.976462,2144,3,0.9517,0.998896,20351,0,-1.134
ACSM3,3,0.43018,0.996322,8427,2,0.86844,0.998318,18560,0,-1.1341
CHMP1B,2,0.13711,0.976462,3358,1,0.2357,0.994322,5629,1,-1.1343
BOD1L2,2,0.51191,0.996322,11858,1,0.7108,0.994322,15246,0,-1.135
GPR82,3,0.43585,0.996322,8506,2,0.91924,0.998318,19668,0,-1.135
MED13,3,0.26981,0.994862,5430,2,0.54447,0.994322,11480,1,-1.135
TRIM40,3,0.42074,0.996322,8250,2,0.82223,0.997145,17621,0,-1.1362
ZNF821,3,0.045629,0.971129,839,2,0.85794,0.998318,18351,0,-1.1364
PARVB,3,0.16242,0.982693,3037,3,0.92978,0.998351,19899,0,-1.1371
RETSAT,2,0.23833,0.993219,5158,2,0.85463,0.998318,18292,0,-1.1374
hsa-mir-6068,4,0.32825,0.996322,5752,3,0.4596,0.994322,8050,1,-1.1379
MYRF,3,0.080096,0.976462,1490,2,0.57341,0.994322,12157,1,-1.1381
BMP2K,3,0.43055,0.996322,8440,2,0.16608,0.994322,3315,1,-1.1384
CYP2C19,3,0.43003,0.996322,8425,2,0.8231,0.997145,17640,0,-1.1386
PITPNM1,3,0.43102,0.996322,8446,2,0.69091,0.994322,14802,0,-1.1397
STX7,2,0.52295,0.996322,12046,1,0.74314,0.994322,15947,0,-1.1411
CPA3,2,0.54672,0.996322,12508,1,0.79814,0.995632,17128,0,-1.1441
HTR3C,2,0.38873,0.996322,9216,1,0.334,0.994322,7913,1,-1.1442
SYVN1,2,0.51248,0.996322,11861,1,0.72366,0.994322,15529,0,-1.145
IRGQ,3,0.30075,0.996322,6105,2,0.27799,0.994322,5352,1,-1.1451
GJA8,2,0.25113,0.994559,5412,2,0.84582,0.99819,18094,0,-1.1476
RNF20,3,0.43235,0.996322,8459,2,0.44167,0.994322,8944,1,-1.148
hsa-mir-4527,2,0.15755,0.982693,3713,1,0.28013,0.994322,6926,1,-1.1483
CYTH4,3,0.42709,0.996322,8373,2,0.66137,0.994322,14191,1,-1.1486
PLXNA4,2,0.11883,0.976462,2944,1,0.21452,0.994322,4996,1,-1.1486
ANKS1B,3,0.39752,0.996322,7820,2,0.88406,0.998318,18896,0,-1.1496
hsa-mir-1234,3,0.43414,0.996322,8485,2,0.37051,0.994322,7141,1,-1.1496
GTDC2,3,0.43309,0.996322,8481,2,0.57042,0.994322,12103,1,-1.1498
SEL1L,3,0.43385,0.996322,8484,2,0.64044,0.994322,13711,1,-1.15
C3orf36,3,0.41351,0.996322,8111,2,0.53099,0.994322,11167,1,-1.1504
SYN1,1,0.36011,0.996322,9813,1,0.64004,0.994322,13732,0,-1.1507
LIMS3,3,0.38035,0.996322,7533,2,0.398,0.994322,7817,1,-1.1518
TMEM98,3,0.42628,0.996322,8359,2,0.69451,0.994322,14883,0,-1.1521
UTP14C,3,0.30256,0.996322,6124,2,0.81226,0.995847,17430,0,-1.1521
NOP56,2,0.52389,0.996322,12055,1,0.75194,0.994322,16143,0,-1.1528
hsa-mir-6831,2,0.14239,0.978361,3440,1,0.25731,0.994322,6327,1,-1.153
C6orf170,3,0.42653,0.996322,8365,2,0.54278,0.994322,11444,1,-1.1531
ROCK2,2,0.25218,0.994575,5423,2,0.84514,0.99819,18078,0,-1.1543
COX20,3,0.17311,0.984333,3257,3,0.92445,0.998318,19777,0,-1.1554
WRAP53,2,0.54853,0.996322,12542,1,0.81116,0.995729,17408,0,-1.1566
KIAA1279,3,0.43287,0.996322,8473,2,0.30971,0.994322,5889,1,-1.158
CAPS,1,0.35715,0.996322,9742,1,0.643,0.994322,13792,0,-1.1581
MAGEA6,3,0.21901,0.987402,4291,2,0.32752,0.994322,6227,1,-1.1581
NME1-NME2,1,0.35602,0.996322,9731,1,0.64419,0.994322,13818,0,-1.1582
IGFBP5,3,0.19976,0.986719,3832,2,0.37589,0.994322,7288,1,-1.1585
WNT6,2,0.22217,0.988835,4894,2,0.86562,0.998318,18498,0,-1.1586
KRT15,3,0.38427,0.996322,7610,2,0.39086,0.994322,7644,1,-1.1588
CPNE6,2,0.13102,0.976462,3258,1,0.2449,0.994322,5915,1,-1.1606
GFRA2,3,0.26501,0.994862,5309,2,0.4385,0.994322,8854,1,-1.1607
TTI1,1,0.35906,0.996322,9791,1,0.64109,0.994322,13755,0,-1.1609
KAZN,3,0.25462,0.994862,5099,2,0.33752,0.994322,6399,1,-1.1612
C14orf159,3,0.42873,0.996322,8394,2,0.55817,0.994322,11817,1,-1.1613
GUCY2C,3,0.41689,0.996322,8172,2,0.20386,0.994322,4019,1,-1.1615
TAGLN2,3,0.42991,0.996322,8424,2,0.87379,0.998318,18681,0,-1.162
FANCM,3,0.39911,0.996322,7853,2,0.91286,0.998318,19529,0,-1.1638
C1orf204,3,0.11091,0.976462,2025,3,0.95431,0.998896,20416,0,-1.165
ADAM7,3,0.43133,0.996322,8448,2,0.41714,0.994322,8348,1,-1.1654
GCA,3,0.4316,0.996322,8449,2,0.76028,0.994322,16334,0,-1.1656
IFI27L2,2,0.26946,0.994862,5764,2,0.83316,0.99819,17835,0,-1.1658
BCL2L15,3,0.4304,0.996322,8429,2,0.055907,0.994322,1028,1,-1.1674
TPD52L1,3,0.42755,0.996322,8385,2,0.86125,0.998318,18420,0,-1.1679
VNN1,3,0.42703,0.996322,8372,2,0.094768,0.994322,1758,1,-1.168
hsa-mir-145,3,0.42138,0.996322,8256,2,0.90897,0.998318,19446,0,-1.1688
BEST1,3,0.23422,0.993219,4642,2,0.55859,0.994322,11828,1,-1.1693
CCDC175,3,0.42662,0.996322,8367,2,0.91967,0.998318,19681,0,-1.1703
C5orf38,3,0.16273,0.982701,3059,3,0.92963,0.998351,19894,0,-1.1707
KCNIP1,2,0.52022,0.996322,11994,1,0.61971,0.994322,13291,0,-1.1709
C11orf68,3,0.4278,0.996322,8386,2,0.83171,0.997793,17813,0,-1.171
FAM212B,2,0.52048,0.996322,11998,1,0.6956,0.994322,14904,0,-1.171
hsa-mir-8085,4,0.29104,0.996322,5114,3,0.88584,0.998318,18943,0,-1.1713
TUBB8,2,0.24206,0.993219,5226,2,0.85203,0.998314,18239,0,-1.1714
HSFX1,3,0.42977,0.996322,8422,2,0.84144,0.99819,18006,0,-1.1717
CYBRD1,2,0.1682,0.983744,3881,1,0.29646,0.994322,7229,1,-1.1718
NKD1,2,0.26475,0.994862,5673,2,0.8365,0.99819,17898,0,-1.1718
C19orf67,3,0.13315,0.976462,2485,3,0.94395,0.998896,20172,0,-1.1722
UHMK1,3,0.42913,0.996322,8414,2,0.357,0.994322,6760,1,-1.1723
IRF9,2,0.10447,0.976462,2597,1,0.20544,0.994322,4707,1,-1.1734
FITM2,3,0.42634,0.996322,8361,2,0.8532,0.998318,18259,0,-1.174
hsa-mir-4472-1,3,0.42513,0.996322,8328,2,0.24886,0.994322,4824,1,-1.174
OR4C15,3,0.18195,0.984333,3439,2,0.77752,0.994878,16688,0,-1.174
NAPEPLD,3,0.11284,0.976462,2069,3,0.95343,0.998896,20393,0,-1.1744
ZNF467,3,0.42489,0.996322,8326,2,0.84514,0.99819,18077,0,-1.1749
POLI,3,0.42361,0.996322,8309,2,0.51036,0.994322,10676,1,-1.1757
DGAT2,3,0.39736,0.996322,7816,2,0.70973,0.994322,15220,0,-1.1761
HSPB1,3,0.42187,0.996322,8279,2,0.63561,0.994322,13594,1,-1.1761
C11orf48,2,0.12947,0.976462,3213,1,0.25176,0.994322,6155,1,-1.1762
RFTN2,3,0.43016,0.996322,8426,2,0.86315,0.998318,18454,0,-1.1766
hsa-mir-129-1,2,0.11329,0.976462,2816,1,0.22229,0.994322,5243,1,-1.1767
SLC25A23,3,0.16092,0.982693,3009,3,0.93049,0.99847,19915,0,-1.1772
FBXO30,3,0.25161,0.994559,5026,2,0.83701,0.99819,17904,0,-1.1776
ABCA5,2,0.236,0.993219,5126,1,0.31162,0.994322,7512,1,-1.1778
SHH,3,0.30647,0.996322,6205,2,0.56724,0.994322,12025,1,-1.1789
SLC3A1,3,0.4298,0.996322,8423,2,0.45016,0.994322,9153,1,-1.1789
CDC34,3,0.14828,0.98122,2764,3,0.93668,0.99878,20034,0,-1.1797
GAPT,3,0.4224,0.996322,8293,2,0.74841,0.994322,16062,0,-1.1799
hsa-mir-4317,3,0.4302,0.996322,8428,2,0.43806,0.994322,8845,1,-1.1815
CYP4F22,2,0.52024,0.996322,11995,1,0.71096,0.994322,15249,0,-1.182
PCDH7,1,0.35527,0.996322,9707,1,0.64491,0.994322,13832,0,-1.1821
hsa-mir-4731,4,0.38395,0.996322,6571,3,0.96778,0.998896,20690,0,-1.1822
LPA,3,0.42303,0.996322,8299,2,0.0077971,0.970617,142,1,-1.1831
NTN3,3,0.34248,0.996322,6842,2,0.76528,0.994595,16438,0,-1.1834
LYRM9,1,0.33297,0.996322,9247,1,0.66719,0.994322,14301,0,-1.1838
GTF3C2,3,0.42616,0.996322,8358,2,0.65295,0.994322,14000,1,-1.1841
LAMTOR1,3,0.12475,0.976462,2322,3,0.94792,0.998896,20261,0,-1.1842
LYST,3,0.4235,0.996322,8307,2,0.41714,0.994322,8336,1,-1.1847
PHKG2,3,0.42552,0.996322,8348,2,0.51656,0.994322,10835,1,-1.1849
SLC22A5,3,0.42676,0.996322,8369,2,0.85688,0.998318,18326,0,-1.1849
NIPA2,3,0.12671,0.976462,2367,3,0.94701,0.998896,20232,0,-1.185
STRN3,3,0.4265,0.996322,8364,2,0.92118,0.998318,19713,0,-1.1853
OXCT1,2,0.12425,0.976462,3082,1,0.24918,0.994322,6070,1,-1.1856
LCE6A,2,0.24082,0.993219,5202,2,0.85293,0.998318,18258,0,-1.1857
FAM69C,1,0.35466,0.996322,9682,1,0.64548,0.994322,13844,0,-1.1859
PPL,3,0.17855,0.984333,3371,2,0.42328,0.994322,8502,1,-1.1867
METTL21C,3,0.21901,0.987402,4288,2,0.59866,0.994322,12744,1,-1.1869
CBLN1,3,0.42503,0.996322,8327,2,0.68231,0.994322,14630,0,-1.1872
STK32A,3,0.41579,0.996322,8157,2,0.36925,0.994322,7081,1,-1.1874
ARVCF,3,0.4245,0.996322,8316,2,0.4573,0.994322,9331,1,-1.188
AP2S1,3,0.42205,0.996322,8282,2,0.59543,0.994322,12667,1,-1.1891
IRF3,2,0.16453,0.983744,3827,1,0.29843,0.994322,7271,1,-1.1894
PGPEP1,2,0.51081,0.996322,11848,1,0.80509,0.995729,17273,0,-1.19
PTPRN2,3,0.42392,0.996322,8313,2,0.50866,0.994322,10636,1,-1.1902
NUDT2,3,0.40751,0.996322,8006,2,0.84603,0.99819,18096,0,-1.1904
EIF3E,3,0.42219,0.996322,8292,2,0.88341,0.998318,18875,0,-1.1915
FAM117B,3,0.40149,0.996322,7893,2,0.7682,0.9946,16502,0,-1.1915
NSMCE4A,2,0.52308,0.996322,12049,1,0.78349,0.994878,16821,0,-1.1915
TTPAL,2,0.5215,0.996322,12027,1,0.65572,0.994322,14065,0,-1.1922
CFHR5,2,0.1252,0.976462,3099,1,0.25586,0.994322,6277,1,-1.1928
C10orf118,3,0.42723,0.996322,8375,2,0.15298,0.994322,2992,1,-1.1932
CST9,3,0.32836,0.996322,6579,2,0.869,0.998318,18574,0,-1.1933
ARSG,3,0.25763,0.994862,5151,2,0.47685,0.994322,9830,1,-1.1934
SLC26A9,3,0.32249,0.996322,6469,2,0.80882,0.995729,17353,0,-1.1936
TMEM33,2,0.10008,0.976462,2506,1,0.2132,0.994322,4944,1,-1.1962
WSCD2,3,0.41433,0.996322,8127,2,0.42328,0.994322,8505,1,-1.1966
RAMP1,3,0.40373,0.996322,7940,2,0.80837,0.995729,17340,0,-1.1981
CLEC4M,3,0.13022,0.976462,2426,2,0.92221,0.998318,19735,0,-1.1982
C4orf40,3,0.19076,0.984333,3661,2,0.90557,0.998318,19368,0,-1.1983
AFF1,3,0.42432,0.996322,8314,2,0.2691,0.994322,5185,1,-1.1989
SYNJ2BP,3,0.29147,0.996322,5927,2,0.60418,0.994322,12865,1,-1.1997
ASCC1,3,0.072914,0.976462,1357,2,0.38792,0.994322,7592,1,-1.2004
MRPS18B,2,0.1351,0.976462,3317,1,0.27498,0.994322,6817,1,-1.2012
hsa-mir-4633,4,0.30375,0.996322,5300,3,0.81876,0.996819,17549,0,-1.2014
CBX2,2,0.22489,0.988835,4945,2,0.86383,0.998318,18464,0,-1.2015
TMEM110-MUSTN1,2,0.27433,0.994862,5855,2,0.82971,0.997635,17772,0,-1.2018
PTCHD3,3,0.39928,0.996322,7859,2,0.35949,0.994322,6835,1,-1.2019
ANK2,3,0.10396,0.976462,1904,2,0.73477,0.994322,15788,0,-1.2029
PIK3R4,2,0.54258,0.996322,12426,1,0.80444,0.995729,17258,0,-1.2029
HPN,3,0.42022,0.996322,8239,2,0.41274,0.994322,8209,1,-1.2038
PSMF1,3,0.1362,0.976462,2542,2,0.13076,0.994322,2496,1,-1.204
UBE2T,3,0.41648,0.996322,8168,2,0.06946,0.994322,1258,1,-1.2043
NTRK2,3,0.41936,0.996322,8219,2,0.91025,0.998318,19482,0,-1.2044
DENND5B,3,0.41774,0.996322,8187,2,0.17199,0.994322,3463,1,-1.2051
DPP9,3,0.39012,0.996322,7704,2,0.38175,0.994322,7430,1,-1.2074
NSUN5,3,0.42656,0.996322,8366,2,0.72856,0.994322,15641,0,-1.2075
PTH1R,3,0.38779,0.996322,7658,2,0.5351,0.994322,11266,1,-1.2075
ZPLD1,1,0.35418,0.996322,9676,1,0.64595,0.994322,13852,0,-1.2076
SLC13A3,2,0.28072,0.994862,5966,2,0.82521,0.997179,17684,0,-1.2079
C1orf226,1,0.35513,0.996322,9689,1,0.64505,0.994322,13833,0,-1.2087
ZFP64,3,0.42522,0.996322,8347,2,0.51414,0.994322,10768,1,-1.209
TMEM136,3,0.42647,0.996322,8363,2,0.90248,0.998318,19301,0,-1.2094
TRIM7,3,0.42563,0.996322,8350,2,0.77158,0.994878,16569,0,-1.2097
HSPA2,2,0.52811,0.996322,12135,1,0.71409,0.994322,15313,0,-1.2099
ZNF695,2,0.5346,0.996322,12265,1,0.77681,0.994878,16673,0,-1.2108
PRX,3,0.023426,0.949734,429,2,0.82257,0.997145,17628,0,-1.2122
hsa-mir-6862-1,4,0.082119,0.976462,1252,4,0.9735,0.998896,20812,0,-1.2131
ADAM18,3,0.16009,0.982693,2998,3,0.93088,0.998575,19920,0,-1.2149
ZNF736,3,0.094114,0.976462,1736,2,0.7521,0.994322,16144,0,-1.2155
OR10A2,3,0.41843,0.996322,8210,2,0.15801,0.994322,3123,1,-1.2175
SAP30BP,3,0.42455,0.996322,8317,2,0.84198,0.99819,18021,0,-1.2191
CERS6,3,0.41878,0.996322,8214,2,0.83546,0.99819,17875,0,-1.2194
CCDC97,1,0.3536,0.996322,9666,1,0.64652,0.994322,13865,0,-1.2195
EBF2,3,0.42277,0.996322,8298,2,0.62178,0.994322,13269,1,-1.2214
LRP5,3,0.4186,0.996322,8212,2,0.78156,0.994878,16780,0,-1.2214
GPR101,3,0.40163,0.996322,7894,2,0.92049,0.998318,19696,0,-1.2215
EPB41L5,3,0.21379,0.987402,4146,2,0.2467,0.994322,4791,1,-1.2219
VTN,3,0.10799,0.976462,1971,3,0.95563,0.998896,20439,0,-1.2219
MAT2B,1,0.35026,0.996322,9601,1,0.64995,0.994322,13936,0,-1.2224
NFATC2,3,0.15052,0.982693,2811,3,0.93559,0.99878,20009,0,-1.2224
SMAD3,1,0.35043,0.996322,9603,1,0.64976,0.994322,13927,0,-1.2224
WWP1,3,0.41465,0.996322,8139,2,0.63184,0.994322,13497,1,-1.223
CLEC4D,3,0.31408,0.996322,6341,2,0.83887,0.99819,17951,0,-1.2232
EDNRA,1,0.35068,0.996322,9606,1,0.64952,0.994322,13921,0,-1.2234
GPR157,3,0.41714,0.996322,8175,2,0.10057,0.994322,1873,1,-1.2236
FGD5,3,0.35284,0.996322,7034,2,0.77297,0.994878,16594,0,-1.2237
ANKS3,3,0.41989,0.996322,8234,2,0.51564,0.994322,10808,1,-1.2243
CAMK2N1,3,0.21599,0.987402,4204,2,0.45506,0.994322,9276,1,-1.2244
hsa-mir-431,3,0.41771,0.996322,8186,2,0.54453,0.994322,11482,1,-1.2245
P2RY6,2,0.15261,0.982693,3626,1,0.29889,0.994322,7276,1,-1.2245
ZNF93,3,0.42328,0.996322,8300,2,0.56627,0.994322,11997,1,-1.2248
PFKL,3,0.42189,0.996322,8280,2,0.67101,0.994322,14387,1,-1.2252
CUL5,1,0.35362,0.996322,9667,1,0.6465,0.994322,13864,0,-1.2261
RMI2,3,0.37148,0.996322,7386,2,0.79372,0.995232,17044,0,-1.2263
MRC2,3,0.42123,0.996322,8253,2,0.88754,0.998318,18982,0,-1.2264
GNPTAB,3,0.12334,0.976462,2294,3,0.94854,0.998896,20273,0,-1.2267
ZDHHC18,3,0.40082,0.996322,7877,2,0.39648,0.994322,7777,1,-1.2279
TCEA3,2,0.22617,0.988835,4967,2,0.86295,0.998318,18448,0,-1.2284
GPX6,3,0.28088,0.994862,5693,2,0.86698,0.998318,18530,0,-1.2287
VPS33B,3,0.4198,0.996322,8233,2,0.89145,0.998318,19077,0,-1.2287
MADCAM1,3,0.38386,0.996322,7599,2,0.84709,0.99819,18113,0,-1.2291
LGALS7B,2,0.091429,0.976462,2284,1,0.22097,0.994322,5206,1,-1.2293
WDR70,2,0.11983,0.976462,2982,1,0.26906,0.994322,6670,1,-1.2294
CTSL2,3,0.41494,0.996322,8140,2,0.68447,0.994322,14679,0,-1.2304
HOXA6,1,0.34951,0.996322,9593,1,0.65074,0.994322,13958,0,-1.2307
SPOP,2,0.080061,0.976462,1976,1,0.20642,0.994322,4734,1,-1.231
MRPL35,2,0.059939,0.976462,1525,1,0.18508,0.994322,4033,1,-1.2316
UBE4A,3,0.40273,0.996322,7927,2,0.67293,0.994322,14430,1,-1.2325
API5,1,0.34738,0.996322,9544,1,0.65288,0.994322,14006,0,-1.2332
KNDC1,3,0.42252,0.996322,8297,2,0.69141,0.994322,14816,0,-1.2333
TMEM51,3,0.41117,0.996322,8066,2,0.75444,0.994322,16194,0,-1.2336
RNF43,3,0.41107,0.996322,8065,2,0.90608,0.998318,19381,0,-1.2345
SLFN12,3,0.41532,0.996322,8152,2,0.91495,0.998318,19577,0,-1.2355
MSANTD3,2,0.20647,0.987402,4612,2,0.87618,0.998318,18737,0,-1.2358
PIP5KL1,2,0.12816,0.976462,3171,1,0.28301,0.994322,6976,1,-1.2364
ABCG4,3,0.2722,0.994862,5475,2,0.78428,0.994878,16839,0,-1.2375
THAP5,3,0.38853,0.996322,7672,2,0.64919,0.994322,13899,1,-1.238
BPTF,3,0.18413,0.984333,3496,2,0.78895,0.994954,16943,0,-1.2388
TPTE,3,0.13439,0.976462,2508,3,0.94335,0.998896,20163,0,-1.2388
hsa-mir-936,3,0.17572,0.984333,3301,2,0.60906,0.994322,12975,1,-1.2393
CDC5L,2,0.26912,0.994862,5761,2,0.83342,0.99819,17841,0,-1.2404
CEP97,2,0.22667,0.988835,4974,2,0.86259,0.998318,18439,0,-1.2411
C7orf41,3,0.38341,0.996322,7595,2,0.66252,0.994322,14223,1,-1.2413
EXOC8,3,0.41707,0.996322,8174,2,0.8846,0.998318,18908,0,-1.2419
SEC61A1,3,0.12711,0.976462,2378,3,0.9468,0.998896,20228,0,-1.2427
PIK3R6,3,0.13583,0.976462,2522,3,0.94265,0.998896,20150,0,-1.2445
GREB1L,3,0.22207,0.988835,4374,2,0.51536,0.994322,10797,1,-1.2446
SLC39A2,1,0.35199,0.996322,9629,1,0.64819,0.994322,13896,0,-1.2452
EMC8,3,0.41399,0.996322,8123,2,0.683,0.994322,14645,0,-1.2453
REC8,3,0.4168,0.996322,8171,2,0.59629,0.994322,12687,1,-1.2453
NMUR2,3,0.41716,0.996322,8176,2,0.88219,0.998318,18850,0,-1.2456
MON1A,3,0.40213,0.996322,7917,2,0.34273,0.994322,6486,1,-1.2457
hsa-mir-5093,3,0.41765,0.996322,8183,2,0.70352,0.994322,15091,0,-1.2462
RMND5A,3,0.41453,0.996322,8130,2,0.7087,0.994322,15206,0,-1.2479
